config,person,ok,byte_errors
single,Abdullah_Gul,0,31
single,Abdullah_Gul,0,30
single,Abdullah_Gul,0,31
single,Abdullah_Gul,0,30
vote5,Abdullah_Gul,1,19
vote5,Abdullah_Gul,1,10
vote5,Abdullah_Gul,1,19
vote5,Abdullah_Gul,1,9
vote5,Abdullah_Gul,1,15
single,Adrien_Brody,0,31
single,Adrien_Brody,0,31
single,Adrien_Brody,0,30
single,Adrien_Brody,0,31
vote5,Adrien_Brody,1,19
vote5,Adrien_Brody,1,13
vote5,Adrien_Brody,1,17
vote5,Adrien_Brody,1,9
vote5,Adrien_Brody,1,14
single,Ahmed_Chalabi,1,26
single,Ahmed_Chalabi,1,24
single,Ahmed_Chalabi,0,29
single,Ahmed_Chalabi,0,29
vote5,Ahmed_Chalabi,1,15
vote5,Ahmed_Chalabi,1,8
vote5,Ahmed_Chalabi,1,6
vote5,Ahmed_Chalabi,1,15
vote5,Ahmed_Chalabi,1,17
single,Ai_Sugiyama,0,30
single,Ai_Sugiyama,0,29
single,Ai_Sugiyama,1,28
single,Ai_Sugiyama,1,28
vote5,Ai_Sugiyama,1,12
vote5,Ai_Sugiyama,1,14
vote5,Ai_Sugiyama,1,16
vote5,Ai_Sugiyama,1,21
vote5,Ai_Sugiyama,1,18
single,Al_Gore,0,31
single,Al_Gore,0,30
single,Al_Gore,0,29
single,Al_Gore,0,31
vote5,Al_Gore,1,14
vote5,Al_Gore,1,19
vote5,Al_Gore,1,6
vote5,Al_Gore,1,8
vote5,Al_Gore,1,20
single,Al_Sharpton,0,32
single,Al_Sharpton,1,28
single,Al_Sharpton,0,30
single,Al_Sharpton,1,27
vote5,Al_Sharpton,1,16
vote5,Al_Sharpton,1,19
vote5,Al_Sharpton,1,14
vote5,Al_Sharpton,1,16
vote5,Al_Sharpton,1,15
single,Alan_Greenspan,0,32
single,Alan_Greenspan,0,29
single,Alan_Greenspan,0,31
single,Alan_Greenspan,1,28
vote5,Alan_Greenspan,1,16
vote5,Alan_Greenspan,1,18
vote5,Alan_Greenspan,1,15
vote5,Alan_Greenspan,1,11
vote5,Alan_Greenspan,1,14
single,Alastair_Campbell,0,29
single,Alastair_Campbell,0,30
single,Alastair_Campbell,1,27
single,Alastair_Campbell,0,30
vote5,Alastair_Campbell,1,14
vote5,Alastair_Campbell,1,21
vote5,Alastair_Campbell,1,17
vote5,Alastair_Campbell,1,12
vote5,Alastair_Campbell,1,11
single,Albert_Costa,0,31
single,Albert_Costa,0,30
single,Albert_Costa,0,29
single,Albert_Costa,0,29
vote5,Albert_Costa,1,13
vote5,Albert_Costa,1,17
vote5,Albert_Costa,1,18
vote5,Albert_Costa,1,18
vote5,Albert_Costa,1,15
single,Alejandro_Toledo,0,29
single,Alejandro_Toledo,0,30
single,Alejandro_Toledo,0,30
single,Alejandro_Toledo,1,28
vote5,Alejandro_Toledo,1,16
vote5,Alejandro_Toledo,1,15
vote5,Alejandro_Toledo,1,20
vote5,Alejandro_Toledo,1,13
vote5,Alejandro_Toledo,1,13
single,Ali_Naimi,1,25
single,Ali_Naimi,1,25
single,Ali_Naimi,0,30
single,Ali_Naimi,0,30
vote5,Ali_Naimi,1,8
vote5,Ali_Naimi,1,10
vote5,Ali_Naimi,1,11
vote5,Ali_Naimi,1,27
vote5,Ali_Naimi,1,16
single,Allyson_Felix,0,32
single,Allyson_Felix,0,31
single,Allyson_Felix,0,29
single,Allyson_Felix,0,31
vote5,Allyson_Felix,1,20
vote5,Allyson_Felix,1,16
vote5,Allyson_Felix,1,19
vote5,Allyson_Felix,1,14
vote5,Allyson_Felix,1,19
single,Alvaro_Uribe,0,29
single,Alvaro_Uribe,0,31
single,Alvaro_Uribe,0,31
single,Alvaro_Uribe,0,29
vote5,Alvaro_Uribe,1,17
vote5,Alvaro_Uribe,1,19
vote5,Alvaro_Uribe,1,18
vote5,Alvaro_Uribe,1,16
vote5,Alvaro_Uribe,1,14
single,Amelia_Vega,1,27
single,Amelia_Vega,0,30
single,Amelia_Vega,0,30
single,Amelia_Vega,1,27
vote5,Amelia_Vega,1,14
vote5,Amelia_Vega,1,11
vote5,Amelia_Vega,1,16
vote5,Amelia_Vega,1,14
vote5,Amelia_Vega,1,15
single,Amelie_Mauresmo,0,30
single,Amelie_Mauresmo,0,29
single,Amelie_Mauresmo,0,31
single,Amelie_Mauresmo,0,30
vote5,Amelie_Mauresmo,1,15
vote5,Amelie_Mauresmo,1,25
vote5,Amelie_Mauresmo,1,11
vote5,Amelie_Mauresmo,1,10
vote5,Amelie_Mauresmo,1,15
single,Ana_Guevara,1,28
single,Ana_Guevara,1,25
single,Ana_Guevara,1,28
single,Ana_Guevara,1,27
vote5,Ana_Guevara,1,17
vote5,Ana_Guevara,1,16
vote5,Ana_Guevara,1,4
vote5,Ana_Guevara,1,14
vote5,Ana_Guevara,1,17
single,Ana_Palacio,0,31
single,Ana_Palacio,0,32
single,Ana_Palacio,0,30
single,Ana_Palacio,0,29
vote5,Ana_Palacio,1,20
vote5,Ana_Palacio,1,15
vote5,Ana_Palacio,1,18
vote5,Ana_Palacio,1,13
vote5,Ana_Palacio,1,19
single,Andre_Agassi,1,25
single,Andre_Agassi,0,30
single,Andre_Agassi,0,31
single,Andre_Agassi,0,30
vote5,Andre_Agassi,1,18
vote5,Andre_Agassi,1,15
vote5,Andre_Agassi,1,17
vote5,Andre_Agassi,1,18
vote5,Andre_Agassi,1,18
single,Andy_Roddick,0,30
single,Andy_Roddick,0,30
single,Andy_Roddick,0,30
single,Andy_Roddick,0,30
vote5,Andy_Roddick,1,13
vote5,Andy_Roddick,1,23
vote5,Andy_Roddick,1,21
vote5,Andy_Roddick,1,21
vote5,Andy_Roddick,1,23
single,Angela_Bassett,0,30
single,Angela_Bassett,0,32
single,Angela_Bassett,0,30
single,Angela_Bassett,0,31
vote5,Angela_Bassett,1,18
vote5,Angela_Bassett,1,21
vote5,Angela_Bassett,1,23
vote5,Angela_Bassett,1,15
vote5,Angela_Bassett,1,9
single,Angela_Merkel,0,32
single,Angela_Merkel,0,32
single,Angela_Merkel,0,31
single,Angela_Merkel,0,31
vote5,Angela_Merkel,1,18
vote5,Angela_Merkel,1,20
vote5,Angela_Merkel,1,17
vote5,Angela_Merkel,1,10
vote5,Angela_Merkel,1,11
single,Angelina_Jolie,0,31
single,Angelina_Jolie,0,30
single,Angelina_Jolie,0,30
single,Angelina_Jolie,0,30
vote5,Angelina_Jolie,1,15
vote5,Angelina_Jolie,1,17
vote5,Angelina_Jolie,1,9
vote5,Angelina_Jolie,1,17
vote5,Angelina_Jolie,1,27
single,Ann_Veneman,0,30
single,Ann_Veneman,0,29
single,Ann_Veneman,0,29
single,Ann_Veneman,0,31
vote5,Ann_Veneman,1,19
vote5,Ann_Veneman,1,14
vote5,Ann_Veneman,1,8
vote5,Ann_Veneman,1,11
vote5,Ann_Veneman,1,18
single,Anna_Kournikova,0,32
single,Anna_Kournikova,0,29
single,Anna_Kournikova,0,31
single,Anna_Kournikova,0,32
vote5,Anna_Kournikova,1,18
vote5,Anna_Kournikova,1,19
vote5,Anna_Kournikova,1,23
vote5,Anna_Kournikova,1,23
vote5,Anna_Kournikova,1,17
single,Antonio_Banderas,0,29
single,Antonio_Banderas,0,31
single,Antonio_Banderas,0,30
single,Antonio_Banderas,0,29
vote5,Antonio_Banderas,1,16
vote5,Antonio_Banderas,1,14
vote5,Antonio_Banderas,1,19
vote5,Antonio_Banderas,1,18
vote5,Antonio_Banderas,1,18
single,Antonio_Palocci,1,28
single,Antonio_Palocci,0,29
single,Antonio_Palocci,1,28
single,Antonio_Palocci,0,30
vote5,Antonio_Palocci,1,14
vote5,Antonio_Palocci,1,17
vote5,Antonio_Palocci,1,16
vote5,Antonio_Palocci,1,9
vote5,Antonio_Palocci,1,19
single,Ari_Fleischer,0,30
single,Ari_Fleischer,0,29
single,Ari_Fleischer,1,28
single,Ari_Fleischer,1,28
vote5,Ari_Fleischer,1,17
vote5,Ari_Fleischer,1,14
vote5,Ari_Fleischer,1,14
vote5,Ari_Fleischer,1,15
vote5,Ari_Fleischer,1,16
single,Ariel_Sharon,0,29
single,Ariel_Sharon,1,28
single,Ariel_Sharon,1,28
single,Ariel_Sharon,1,27
vote5,Ariel_Sharon,1,17
vote5,Ariel_Sharon,1,17
vote5,Ariel_Sharon,1,9
vote5,Ariel_Sharon,1,19
vote5,Ariel_Sharon,1,9
single,Arminio_Fraga,0,32
single,Arminio_Fraga,0,32
single,Arminio_Fraga,0,32
single,Arminio_Fraga,0,32
vote5,Arminio_Fraga,0,31
vote5,Arminio_Fraga,1,13
vote5,Arminio_Fraga,1,5
vote5,Arminio_Fraga,1,8
vote5,Arminio_Fraga,1,10
single,Arnold_Schwarzenegger,0,30
single,Arnold_Schwarzenegger,0,29
single,Arnold_Schwarzenegger,1,26
single,Arnold_Schwarzenegger,0,31
vote5,Arnold_Schwarzenegger,1,16
vote5,Arnold_Schwarzenegger,1,16
vote5,Arnold_Schwarzenegger,1,13
vote5,Arnold_Schwarzenegger,1,13
vote5,Arnold_Schwarzenegger,1,14
single,Arnoldo_Aleman,0,29
single,Arnoldo_Aleman,0,29
single,Arnoldo_Aleman,0,30
single,Arnoldo_Aleman,0,30
vote5,Arnoldo_Aleman,1,14
vote5,Arnoldo_Aleman,1,20
vote5,Arnoldo_Aleman,1,13
vote5,Arnoldo_Aleman,1,19
vote5,Arnoldo_Aleman,1,14
single,Ashanti,0,30
single,Ashanti,0,31
single,Ashanti,0,30
single,Ashanti,0,31
vote5,Ashanti,1,20
vote5,Ashanti,1,12
vote5,Ashanti,1,23
vote5,Ashanti,1,14
vote5,Ashanti,1,8
single,Atal_Bihari_Vajpayee,0,31
single,Atal_Bihari_Vajpayee,0,30
single,Atal_Bihari_Vajpayee,0,31
single,Atal_Bihari_Vajpayee,1,27
vote5,Atal_Bihari_Vajpayee,1,13
vote5,Atal_Bihari_Vajpayee,1,13
vote5,Atal_Bihari_Vajpayee,1,7
vote5,Atal_Bihari_Vajpayee,1,24
vote5,Atal_Bihari_Vajpayee,1,9
single,Ben_Affleck,1,28
single,Ben_Affleck,0,31
single,Ben_Affleck,0,31
single,Ben_Affleck,0,31
vote5,Ben_Affleck,1,19
vote5,Ben_Affleck,1,12
vote5,Ben_Affleck,1,16
vote5,Ben_Affleck,1,13
vote5,Ben_Affleck,1,14
single,Benazir_Bhutto,0,29
single,Benazir_Bhutto,1,28
single,Benazir_Bhutto,0,30
single,Benazir_Bhutto,0,30
vote5,Benazir_Bhutto,1,13
vote5,Benazir_Bhutto,1,16
vote5,Benazir_Bhutto,1,8
vote5,Benazir_Bhutto,1,26
vote5,Benazir_Bhutto,1,20
single,Benjamin_Netanyahu,0,30
single,Benjamin_Netanyahu,0,29
single,Benjamin_Netanyahu,1,27
single,Benjamin_Netanyahu,1,28
vote5,Benjamin_Netanyahu,1,16
vote5,Benjamin_Netanyahu,1,13
vote5,Benjamin_Netanyahu,1,13
vote5,Benjamin_Netanyahu,1,9
vote5,Benjamin_Netanyahu,1,24
single,Bernard_Law,0,29
single,Bernard_Law,0,31
single,Bernard_Law,0,30
single,Bernard_Law,0,30
vote5,Bernard_Law,1,21
vote5,Bernard_Law,1,11
vote5,Bernard_Law,1,17
vote5,Bernard_Law,1,6
vote5,Bernard_Law,1,15
single,Bertie_Ahern,0,29
single,Bertie_Ahern,0,29
single,Bertie_Ahern,0,29
single,Bertie_Ahern,0,31
vote5,Bertie_Ahern,1,13
vote5,Bertie_Ahern,1,18
vote5,Bertie_Ahern,1,15
vote5,Bertie_Ahern,1,19
vote5,Bertie_Ahern,1,14
single,Bill_Clinton,0,30
single,Bill_Clinton,1,28
single,Bill_Clinton,1,27
single,Bill_Clinton,0,29
vote5,Bill_Clinton,1,19
vote5,Bill_Clinton,1,21
vote5,Bill_Clinton,1,23
vote5,Bill_Clinton,1,11
vote5,Bill_Clinton,1,7
single,Bill_Frist,0,31
single,Bill_Frist,1,28
single,Bill_Frist,1,28
single,Bill_Frist,0,29
vote5,Bill_Frist,1,14
vote5,Bill_Frist,1,17
vote5,Bill_Frist,1,14
vote5,Bill_Frist,1,17
vote5,Bill_Frist,1,14
single,Bill_Gates,0,30
single,Bill_Gates,0,32
single,Bill_Gates,0,29
single,Bill_Gates,0,30
vote5,Bill_Gates,1,20
vote5,Bill_Gates,1,18
vote5,Bill_Gates,1,16
vote5,Bill_Gates,1,18
vote5,Bill_Gates,1,16
single,Bill_Graham,0,32
single,Bill_Graham,0,31
single,Bill_Graham,1,26
single,Bill_Graham,0,32
vote5,Bill_Graham,1,17
vote5,Bill_Graham,1,24
vote5,Bill_Graham,1,15
vote5,Bill_Graham,1,11
vote5,Bill_Graham,1,12
single,Bill_McBride,1,27
single,Bill_McBride,1,28
single,Bill_McBride,1,26
single,Bill_McBride,1,26
vote5,Bill_McBride,1,6
vote5,Bill_McBride,1,17
vote5,Bill_McBride,1,14
vote5,Bill_McBride,1,16
vote5,Bill_McBride,1,15
single,Bill_Simon,1,28
single,Bill_Simon,0,29
single,Bill_Simon,0,31
single,Bill_Simon,0,31
vote5,Bill_Simon,1,9
vote5,Bill_Simon,1,12
vote5,Bill_Simon,1,11
vote5,Bill_Simon,1,15
vote5,Bill_Simon,1,23
single,Billy_Crystal,0,30
single,Billy_Crystal,0,31
single,Billy_Crystal,0,32
single,Billy_Crystal,0,32
vote5,Billy_Crystal,1,13
vote5,Billy_Crystal,1,19
vote5,Billy_Crystal,1,20
vote5,Billy_Crystal,1,21
vote5,Billy_Crystal,1,16
single,Binyamin_Ben-Eliezer,0,31
single,Binyamin_Ben-Eliezer,0,31
single,Binyamin_Ben-Eliezer,0,31
single,Binyamin_Ben-Eliezer,0,32
vote5,Binyamin_Ben-Eliezer,1,16
vote5,Binyamin_Ben-Eliezer,1,23
vote5,Binyamin_Ben-Eliezer,1,6
vote5,Binyamin_Ben-Eliezer,1,12
vote5,Binyamin_Ben-Eliezer,1,13
single,Bob_Graham,0,29
single,Bob_Graham,0,29
single,Bob_Graham,1,28
single,Bob_Graham,0,29
vote5,Bob_Graham,1,15
vote5,Bob_Graham,1,21
vote5,Bob_Graham,1,12
vote5,Bob_Graham,1,12
vote5,Bob_Graham,1,14
single,Bob_Hope,0,32
single,Bob_Hope,0,30
single,Bob_Hope,0,30
single,Bob_Hope,0,31
vote5,Bob_Hope,1,15
vote5,Bob_Hope,0,30
vote5,Bob_Hope,1,13
vote5,Bob_Hope,1,19
vote5,Bob_Hope,1,22
single,Bob_Stoops,1,27
single,Bob_Stoops,1,27
single,Bob_Stoops,1,28
single,Bob_Stoops,0,32
vote5,Bob_Stoops,1,16
vote5,Bob_Stoops,1,15
vote5,Bob_Stoops,1,8
vote5,Bob_Stoops,1,16
vote5,Bob_Stoops,1,18
single,Boris_Becker,0,29
single,Boris_Becker,0,31
single,Boris_Becker,1,27
single,Boris_Becker,0,29
vote5,Boris_Becker,1,11
vote5,Boris_Becker,1,14
vote5,Boris_Becker,1,18
vote5,Boris_Becker,1,22
vote5,Boris_Becker,1,12
single,Brad_Johnson,0,29
single,Brad_Johnson,0,30
single,Brad_Johnson,0,32
single,Brad_Johnson,0,31
vote5,Brad_Johnson,1,22
vote5,Brad_Johnson,1,15
vote5,Brad_Johnson,1,7
vote5,Brad_Johnson,1,25
vote5,Brad_Johnson,1,14
single,Britney_Spears,1,23
single,Britney_Spears,0,30
single,Britney_Spears,0,31
single,Britney_Spears,0,30
vote5,Britney_Spears,1,9
vote5,Britney_Spears,1,9
vote5,Britney_Spears,1,12
vote5,Britney_Spears,1,21
vote5,Britney_Spears,1,18
single,Bulent_Ecevit,1,27
single,Bulent_Ecevit,1,27
single,Bulent_Ecevit,0,29
single,Bulent_Ecevit,0,29
vote5,Bulent_Ecevit,1,23
vote5,Bulent_Ecevit,1,7
vote5,Bulent_Ecevit,1,11
vote5,Bulent_Ecevit,1,7
vote5,Bulent_Ecevit,1,15
single,Calista_Flockhart,1,26
single,Calista_Flockhart,0,31
single,Calista_Flockhart,0,30
single,Calista_Flockhart,0,32
vote5,Calista_Flockhart,1,16
vote5,Calista_Flockhart,1,12
vote5,Calista_Flockhart,1,19
vote5,Calista_Flockhart,1,12
vote5,Calista_Flockhart,1,20
single,Cameron_Diaz,0,29
single,Cameron_Diaz,0,31
single,Cameron_Diaz,0,31
single,Cameron_Diaz,0,31
vote5,Cameron_Diaz,1,21
vote5,Cameron_Diaz,1,13
vote5,Cameron_Diaz,1,16
vote5,Cameron_Diaz,1,14
vote5,Cameron_Diaz,1,21
single,Carla_Del_Ponte,1,28
single,Carla_Del_Ponte,0,31
single,Carla_Del_Ponte,0,30
single,Carla_Del_Ponte,0,30
vote5,Carla_Del_Ponte,1,19
vote5,Carla_Del_Ponte,1,11
vote5,Carla_Del_Ponte,1,14
vote5,Carla_Del_Ponte,1,13
vote5,Carla_Del_Ponte,1,13
single,Carlos_Menem,0,30
single,Carlos_Menem,0,32
single,Carlos_Menem,0,29
single,Carlos_Menem,1,28
vote5,Carlos_Menem,1,17
vote5,Carlos_Menem,1,13
vote5,Carlos_Menem,1,16
vote5,Carlos_Menem,1,11
vote5,Carlos_Menem,1,17
single,Carlos_Moya,0,31
single,Carlos_Moya,0,31
single,Carlos_Moya,0,32
single,Carlos_Moya,1,28
vote5,Carlos_Moya,1,23
vote5,Carlos_Moya,1,12
vote5,Carlos_Moya,1,15
vote5,Carlos_Moya,1,18
vote5,Carlos_Moya,1,13
single,Carmen_Electra,0,30
single,Carmen_Electra,0,29
single,Carmen_Electra,1,27
single,Carmen_Electra,0,30
vote5,Carmen_Electra,1,13
vote5,Carmen_Electra,1,14
vote5,Carmen_Electra,1,15
vote5,Carmen_Electra,1,23
vote5,Carmen_Electra,1,11
single,Carrie-Anne_Moss,1,28
single,Carrie-Anne_Moss,0,32
single,Carrie-Anne_Moss,0,29
single,Carrie-Anne_Moss,1,28
vote5,Carrie-Anne_Moss,1,11
vote5,Carrie-Anne_Moss,1,12
vote5,Carrie-Anne_Moss,0,30
vote5,Carrie-Anne_Moss,1,11
vote5,Carrie-Anne_Moss,1,9
single,Catherine_Deneuve,1,28
single,Catherine_Deneuve,0,30
single,Catherine_Deneuve,0,30
single,Catherine_Deneuve,0,29
vote5,Catherine_Deneuve,1,14
vote5,Catherine_Deneuve,1,12
vote5,Catherine_Deneuve,1,20
vote5,Catherine_Deneuve,1,15
vote5,Catherine_Deneuve,1,14
single,Catherine_Zeta-Jones,0,31
single,Catherine_Zeta-Jones,0,30
single,Catherine_Zeta-Jones,0,32
single,Catherine_Zeta-Jones,0,32
vote5,Catherine_Zeta-Jones,1,18
vote5,Catherine_Zeta-Jones,1,12
vote5,Catherine_Zeta-Jones,1,14
vote5,Catherine_Zeta-Jones,1,22
vote5,Catherine_Zeta-Jones,1,20
single,Celine_Dion,0,30
single,Celine_Dion,0,31
single,Celine_Dion,0,30
single,Celine_Dion,0,29
vote5,Celine_Dion,1,15
vote5,Celine_Dion,1,14
vote5,Celine_Dion,1,20
vote5,Celine_Dion,1,12
vote5,Celine_Dion,1,20
single,Cesar_Gaviria,1,26
single,Cesar_Gaviria,0,31
single,Cesar_Gaviria,0,31
single,Cesar_Gaviria,0,30
vote5,Cesar_Gaviria,1,14
vote5,Cesar_Gaviria,1,14
vote5,Cesar_Gaviria,1,16
vote5,Cesar_Gaviria,1,20
vote5,Cesar_Gaviria,1,18
single,Chanda_Rubin,0,31
single,Chanda_Rubin,0,32
single,Chanda_Rubin,0,31
single,Chanda_Rubin,0,29
vote5,Chanda_Rubin,1,16
vote5,Chanda_Rubin,1,12
vote5,Chanda_Rubin,1,19
vote5,Chanda_Rubin,1,18
vote5,Chanda_Rubin,1,14
single,Charles_Moose,1,27
single,Charles_Moose,0,32
single,Charles_Moose,0,30
single,Charles_Moose,0,31
vote5,Charles_Moose,1,11
vote5,Charles_Moose,1,7
vote5,Charles_Moose,0,32
vote5,Charles_Moose,1,8
vote5,Charles_Moose,1,20
single,Charles_Taylor,1,28
single,Charles_Taylor,0,31
single,Charles_Taylor,0,31
single,Charles_Taylor,0,30
vote5,Charles_Taylor,1,19
vote5,Charles_Taylor,1,7
vote5,Charles_Taylor,1,16
vote5,Charles_Taylor,1,19
vote5,Charles_Taylor,1,12
single,Charlton_Heston,0,31
single,Charlton_Heston,1,27
single,Charlton_Heston,1,28
single,Charlton_Heston,0,30
vote5,Charlton_Heston,1,15
vote5,Charlton_Heston,1,23
vote5,Charlton_Heston,1,10
vote5,Charlton_Heston,1,6
vote5,Charlton_Heston,1,17
single,Chen_Shui-bian,0,30
single,Chen_Shui-bian,0,31
single,Chen_Shui-bian,0,30
single,Chen_Shui-bian,1,28
vote5,Chen_Shui-bian,1,15
vote5,Chen_Shui-bian,1,20
vote5,Chen_Shui-bian,1,12
vote5,Chen_Shui-bian,1,21
vote5,Chen_Shui-bian,1,15
single,Choi_Sung-hong,1,27
single,Choi_Sung-hong,1,27
single,Choi_Sung-hong,0,32
single,Choi_Sung-hong,1,28
vote5,Choi_Sung-hong,1,16
vote5,Choi_Sung-hong,1,12
vote5,Choi_Sung-hong,1,9
vote5,Choi_Sung-hong,1,22
vote5,Choi_Sung-hong,1,13
single,Christine_Baumgartner,0,31
single,Christine_Baumgartner,0,30
single,Christine_Baumgartner,0,31
single,Christine_Baumgartner,1,27
vote5,Christine_Baumgartner,1,10
vote5,Christine_Baumgartner,1,19
vote5,Christine_Baumgartner,1,21
vote5,Christine_Baumgartner,1,24
vote5,Christine_Baumgartner,1,13
single,Christine_Todd_Whitman,0,32
single,Christine_Todd_Whitman,0,31
single,Christine_Todd_Whitman,0,31
single,Christine_Todd_Whitman,0,30
vote5,Christine_Todd_Whitman,1,16
vote5,Christine_Todd_Whitman,1,19
vote5,Christine_Todd_Whitman,1,18
vote5,Christine_Todd_Whitman,1,12
vote5,Christine_Todd_Whitman,1,14
single,Ciro_Gomes,0,31
single,Ciro_Gomes,0,30
single,Ciro_Gomes,1,26
single,Ciro_Gomes,0,30
vote5,Ciro_Gomes,1,16
vote5,Ciro_Gomes,1,14
vote5,Ciro_Gomes,1,14
vote5,Ciro_Gomes,1,15
vote5,Ciro_Gomes,1,10
single,Clara_Harris,1,27
single,Clara_Harris,1,27
single,Clara_Harris,0,31
single,Clara_Harris,0,30
vote5,Clara_Harris,1,11
vote5,Clara_Harris,1,15
vote5,Clara_Harris,1,11
vote5,Clara_Harris,1,17
vote5,Clara_Harris,1,13
single,Claudia_Pechstein,1,28
single,Claudia_Pechstein,0,32
single,Claudia_Pechstein,1,26
single,Claudia_Pechstein,0,30
vote5,Claudia_Pechstein,1,17
vote5,Claudia_Pechstein,1,16
vote5,Claudia_Pechstein,1,14
vote5,Claudia_Pechstein,1,18
vote5,Claudia_Pechstein,1,23
single,Clay_Aiken,0,30
single,Clay_Aiken,0,29
single,Clay_Aiken,0,29
single,Clay_Aiken,0,32
vote5,Clay_Aiken,1,14
vote5,Clay_Aiken,1,16
vote5,Clay_Aiken,1,17
vote5,Clay_Aiken,1,15
vote5,Clay_Aiken,1,16
single,Clint_Eastwood,0,30
single,Clint_Eastwood,1,25
single,Clint_Eastwood,0,30
single,Clint_Eastwood,1,28
vote5,Clint_Eastwood,1,12
vote5,Clint_Eastwood,1,9
vote5,Clint_Eastwood,1,12
vote5,Clint_Eastwood,1,16
vote5,Clint_Eastwood,1,18
single,Colin_Farrell,0,32
single,Colin_Farrell,0,29
single,Colin_Farrell,0,30
single,Colin_Farrell,0,30
vote5,Colin_Farrell,1,20
vote5,Colin_Farrell,1,14
vote5,Colin_Farrell,1,18
vote5,Colin_Farrell,1,10
vote5,Colin_Farrell,1,11
single,Colin_Montgomerie,0,32
single,Colin_Montgomerie,0,29
single,Colin_Montgomerie,0,32
single,Colin_Montgomerie,1,28
vote5,Colin_Montgomerie,1,16
vote5,Colin_Montgomerie,1,18
vote5,Colin_Montgomerie,1,20
vote5,Colin_Montgomerie,1,26
vote5,Colin_Montgomerie,1,13
single,Colin_Powell,1,26
single,Colin_Powell,0,31
single,Colin_Powell,0,32
single,Colin_Powell,0,31
vote5,Colin_Powell,1,15
vote5,Colin_Powell,1,17
vote5,Colin_Powell,1,15
vote5,Colin_Powell,1,19
vote5,Colin_Powell,1,13
single,Condoleezza_Rice,0,32
single,Condoleezza_Rice,0,32
single,Condoleezza_Rice,0,32
single,Condoleezza_Rice,0,31
vote5,Condoleezza_Rice,1,13
vote5,Condoleezza_Rice,1,12
vote5,Condoleezza_Rice,1,14
vote5,Condoleezza_Rice,1,14
vote5,Condoleezza_Rice,1,8
single,Costas_Simitis,0,32
single,Costas_Simitis,0,30
single,Costas_Simitis,0,32
single,Costas_Simitis,0,31
vote5,Costas_Simitis,1,17
vote5,Costas_Simitis,1,14
vote5,Costas_Simitis,1,19
vote5,Costas_Simitis,0,30
vote5,Costas_Simitis,1,14
single,Cruz_Bustamante,0,29
single,Cruz_Bustamante,0,29
single,Cruz_Bustamante,1,27
single,Cruz_Bustamante,0,30
vote5,Cruz_Bustamante,1,13
vote5,Cruz_Bustamante,1,18
vote5,Cruz_Bustamante,1,10
vote5,Cruz_Bustamante,1,8
vote5,Cruz_Bustamante,1,18
single,David_Anderson,0,30
single,David_Anderson,0,31
single,David_Anderson,0,31
single,David_Anderson,0,30
vote5,David_Anderson,1,16
vote5,David_Anderson,1,10
vote5,David_Anderson,1,19
vote5,David_Anderson,1,21
vote5,David_Anderson,1,21
single,David_Beckham,0,30
single,David_Beckham,0,31
single,David_Beckham,0,31
single,David_Beckham,0,30
vote5,David_Beckham,1,19
vote5,David_Beckham,1,22
vote5,David_Beckham,1,15
vote5,David_Beckham,1,9
vote5,David_Beckham,1,8
single,David_Heymann,0,30
single,David_Heymann,0,31
single,David_Heymann,0,32
single,David_Heymann,0,30
vote5,David_Heymann,1,17
vote5,David_Heymann,1,8
vote5,David_Heymann,1,17
vote5,David_Heymann,1,17
vote5,David_Heymann,1,15
single,David_Nalbandian,1,28
single,David_Nalbandian,0,30
single,David_Nalbandian,1,27
single,David_Nalbandian,0,30
vote5,David_Nalbandian,1,22
vote5,David_Nalbandian,1,18
vote5,David_Nalbandian,1,15
vote5,David_Nalbandian,1,16
vote5,David_Nalbandian,1,10
single,David_Trimble,0,29
single,David_Trimble,1,28
single,David_Trimble,0,29
single,David_Trimble,1,26
vote5,David_Trimble,1,12
vote5,David_Trimble,1,11
vote5,David_Trimble,1,19
vote5,David_Trimble,1,16
vote5,David_Trimble,1,14
single,Dennis_Hastert,0,32
single,Dennis_Hastert,0,32
single,Dennis_Hastert,0,31
single,Dennis_Hastert,0,31
vote5,Dennis_Hastert,1,19
vote5,Dennis_Hastert,1,21
vote5,Dennis_Hastert,1,23
vote5,Dennis_Hastert,1,12
vote5,Dennis_Hastert,1,11
single,Dennis_Kucinich,1,28
single,Dennis_Kucinich,1,27
single,Dennis_Kucinich,1,28
single,Dennis_Kucinich,0,30
vote5,Dennis_Kucinich,1,9
vote5,Dennis_Kucinich,1,14
vote5,Dennis_Kucinich,1,14
vote5,Dennis_Kucinich,1,12
vote5,Dennis_Kucinich,1,23
single,Denzel_Washington,0,29
single,Denzel_Washington,0,30
single,Denzel_Washington,0,29
single,Denzel_Washington,0,32
vote5,Denzel_Washington,1,23
vote5,Denzel_Washington,1,15
vote5,Denzel_Washington,1,12
vote5,Denzel_Washington,1,19
vote5,Denzel_Washington,1,13
single,Diana_Krall,0,31
single,Diana_Krall,0,29
single,Diana_Krall,1,27
single,Diana_Krall,0,29
vote5,Diana_Krall,1,9
vote5,Diana_Krall,1,13
vote5,Diana_Krall,1,16
vote5,Diana_Krall,1,14
vote5,Diana_Krall,1,20
single,Dick_Cheney,0,29
single,Dick_Cheney,0,29
single,Dick_Cheney,0,30
