theta,person,ok
12,Bob_Hope,0
14,Bob_Hope,0
16,Bob_Hope,0
18,Bob_Hope,0
20,Bob_Hope,0
22,Bob_Hope,0
24,Bob_Hope,0
26,Bob_Hope,0
28,Bob_Hope,0
30,Bob_Hope,0
32,Bob_Hope,0
34,Bob_Hope,0
36,Bob_Hope,0
38,Bob_Hope,0
40,Bob_Hope,0
0,Bob_Stoops,1
2,Bob_Stoops,1
4,Bob_Stoops,1
6,Bob_Stoops,0
8,Bob_Stoops,0
10,Bob_Stoops,0
12,Bob_Stoops,0
14,Bob_Stoops,0
16,Bob_Stoops,0
18,Bob_Stoops,0
20,Bob_Stoops,0
22,Bob_Stoops,0
24,Bob_Stoops,0
26,Bob_Stoops,0
28,Bob_Stoops,0
30,Bob_Stoops,0
32,Bob_Stoops,0
34,Bob_Stoops,0
36,Bob_Stoops,0
38,Bob_Stoops,0
40,Bob_Stoops,0
0,Boris_Becker,0
2,Boris_Becker,0
4,Boris_Becker,0
6,Boris_Becker,0
8,Boris_Becker,0
10,Boris_Becker,0
12,Boris_Becker,0
14,Boris_Becker,0
16,Boris_Becker,0
18,Boris_Becker,0
20,Boris_Becker,0
22,Boris_Becker,0
24,Boris_Becker,0
26,Boris_Becker,0
28,Boris_Becker,0
30,Boris_Becker,0
32,Boris_Becker,0
34,Boris_Becker,0
36,Boris_Becker,0
38,Boris_Becker,0
40,Boris_Becker,0
0,Brad_Johnson,0
2,Brad_Johnson,0
4,Brad_Johnson,0
6,Brad_Johnson,0
8,Brad_Johnson,0
10,Brad_Johnson,0
12,Brad_Johnson,0
14,Brad_Johnson,0
16,Brad_Johnson,0
18,Brad_Johnson,0
20,Brad_Johnson,0
22,Brad_Johnson,0
24,Brad_Johnson,0
26,Brad_Johnson,0
28,Brad_Johnson,0
30,Brad_Johnson,0
32,Brad_Johnson,0
34,Brad_Johnson,0
36,Brad_Johnson,0
38,Brad_Johnson,0
40,Brad_Johnson,0
0,Britney_Spears,1
2,Britney_Spears,1
4,Britney_Spears,1
6,Britney_Spears,1
8,Britney_Spears,1
10,Britney_Spears,1
12,Britney_Spears,1
14,Britney_Spears,1
16,Britney_Spears,1
18,Britney_Spears,1
20,Britney_Spears,1
22,Britney_Spears,0
24,Britney_Spears,0
26,Britney_Spears,0
28,Britney_Spears,0
30,Britney_Spears,0
32,Britney_Spears,0
34,Britney_Spears,0
36,Britney_Spears,0
38,Britney_Spears,0
40,Britney_Spears,0
0,Bulent_Ecevit,1
2,Bulent_Ecevit,1
4,Bulent_Ecevit,1
6,Bulent_Ecevit,0
8,Bulent_Ecevit,0
10,Bulent_Ecevit,0
12,Bulent_Ecevit,0
14,Bulent_Ecevit,0
16,Bulent_Ecevit,0
18,Bulent_Ecevit,0
20,Bulent_Ecevit,0
22,Bulent_Ecevit,0
24,Bulent_Ecevit,0
26,Bulent_Ecevit,0
28,Bulent_Ecevit,0
30,Bulent_Ecevit,0
32,Bulent_Ecevit,0
34,Bulent_Ecevit,0
36,Bulent_Ecevit,0
38,Bulent_Ecevit,0
40,Bulent_Ecevit,0
0,Calista_Flockhart,1
2,Calista_Flockhart,1
4,Calista_Flockhart,1
6,Calista_Flockhart,1
8,Calista_Flockhart,1
10,Calista_Flockhart,1
12,Calista_Flockhart,1
14,Calista_Flockhart,0
16,Calista_Flockhart,0
18,Calista_Flockhart,0
20,Calista_Flockhart,0
22,Calista_Flockhart,0
24,Calista_Flockhart,0
26,Calista_Flockhart,0
28,Calista_Flockhart,0
30,Calista_Flockhart,0
32,Calista_Flockhart,0
34,Calista_Flockhart,0
36,Calista_Flockhart,0
38,Calista_Flockhart,0
40,Calista_Flockhart,0
0,Cameron_Diaz,0
2,Cameron_Diaz,0
4,Cameron_Diaz,0
6,Cameron_Diaz,0
8,Cameron_Diaz,0
10,Cameron_Diaz,0
12,Cameron_Diaz,0
14,Cameron_Diaz,0
16,Cameron_Diaz,0
18,Cameron_Diaz,0
20,Cameron_Diaz,0
22,Cameron_Diaz,0
24,Cameron_Diaz,0
26,Cameron_Diaz,0
28,Cameron_Diaz,0
30,Cameron_Diaz,0
32,Cameron_Diaz,0
34,Cameron_Diaz,0
36,Cameron_Diaz,0
38,Cameron_Diaz,0
40,Cameron_Diaz,0
0,Carla_Del_Ponte,1
2,Carla_Del_Ponte,1
4,Carla_Del_Ponte,1
6,Carla_Del_Ponte,1
8,Carla_Del_Ponte,1
10,Carla_Del_Ponte,1
12,Carla_Del_Ponte,1
14,Carla_Del_Ponte,1
16,Carla_Del_Ponte,1
18,Carla_Del_Ponte,0
20,Carla_Del_Ponte,0
22,Carla_Del_Ponte,0
24,Carla_Del_Ponte,0
26,Carla_Del_Ponte,0
28,Carla_Del_Ponte,0
30,Carla_Del_Ponte,0
32,Carla_Del_Ponte,0
34,Carla_Del_Ponte,0
36,Carla_Del_Ponte,0
38,Carla_Del_Ponte,0
40,Carla_Del_Ponte,0
0,Carlos_Menem,0
2,Carlos_Menem,0
4,Carlos_Menem,0
6,Carlos_Menem,0
8,Carlos_Menem,0
10,Carlos_Menem,0
12,Carlos_Menem,0
14,Carlos_Menem,0
16,Carlos_Menem,0
18,Carlos_Menem,0
20,Carlos_Menem,0
22,Carlos_Menem,0
24,Carlos_Menem,0
26,Carlos_Menem,0
28,Carlos_Menem,0
30,Carlos_Menem,0
32,Carlos_Menem,0
34,Carlos_Menem,0
36,Carlos_Menem,0
38,Carlos_Menem,0
40,Carlos_Menem,0
0,Carlos_Moya,0
2,Carlos_Moya,0
4,Carlos_Moya,0
6,Carlos_Moya,0
8,Carlos_Moya,0
10,Carlos_Moya,0
12,Carlos_Moya,0
14,Carlos_Moya,0
16,Carlos_Moya,0
18,Carlos_Moya,0
20,Carlos_Moya,0
22,Carlos_Moya,0
24,Carlos_Moya,0
26,Carlos_Moya,0
28,Carlos_Moya,0
30,Carlos_Moya,0
32,Carlos_Moya,0
34,Carlos_Moya,0
36,Carlos_Moya,0
38,Carlos_Moya,0
40,Carlos_Moya,0
0,Carmen_Electra,0
2,Carmen_Electra,0
4,Carmen_Electra,0
6,Carmen_Electra,0
8,Carmen_Electra,0
10,Carmen_Electra,0
12,Carmen_Electra,0
14,Carmen_Electra,0
16,Carmen_Electra,0
18,Carmen_Electra,0
20,Carmen_Electra,0
22,Carmen_Electra,0
24,Carmen_Electra,0
26,Carmen_Electra,0
28,Carmen_Electra,0
30,Carmen_Electra,0
32,Carmen_Electra,0
34,Carmen_Electra,0
36,Carmen_Electra,0
38,Carmen_Electra,0
40,Carmen_Electra,0
0,Carrie-Anne_Moss,1
2,Carrie-Anne_Moss,1
4,Carrie-Anne_Moss,1
6,Carrie-Anne_Moss,1
8,Carrie-Anne_Moss,1
10,Carrie-Anne_Moss,1
12,Carrie-Anne_Moss,0
14,Carrie-Anne_Moss,0
16,Carrie-Anne_Moss,0
18,Carrie-Anne_Moss,0
20,Carrie-Anne_Moss,0
22,Carrie-Anne_Moss,0
24,Carrie-Anne_Moss,0
26,Carrie-Anne_Moss,0
28,Carrie-Anne_Moss,0
30,Carrie-Anne_Moss,0
32,Carrie-Anne_Moss,0
34,Carrie-Anne_Moss,0
36,Carrie-Anne_Moss,0
38,Carrie-Anne_Moss,0
40,Carrie-Anne_Moss,0
0,Catherine_Deneuve,1
2,Catherine_Deneuve,0
4,Catherine_Deneuve,0
6,Catherine_Deneuve,0
8,Catherine_Deneuve,0
10,Catherine_Deneuve,0
12,Catherine_Deneuve,0
14,Catherine_Deneuve,0
16,Catherine_Deneuve,0
18,Catherine_Deneuve,0
20,Catherine_Deneuve,0
22,Catherine_Deneuve,0
24,Catherine_Deneuve,0
26,Catherine_Deneuve,0
28,Catherine_Deneuve,0
30,Catherine_Deneuve,0
32,Catherine_Deneuve,0
34,Catherine_Deneuve,0
36,Catherine_Deneuve,0
38,Catherine_Deneuve,0
40,Catherine_Deneuve,0
0,Catherine_Zeta-Jones,0
2,Catherine_Zeta-Jones,0
4,Catherine_Zeta-Jones,0
6,Catherine_Zeta-Jones,0
8,Catherine_Zeta-Jones,0
10,Catherine_Zeta-Jones,0
12,Catherine_Zeta-Jones,0
14,Catherine_Zeta-Jones,0
16,Catherine_Zeta-Jones,0
18,Catherine_Zeta-Jones,0
20,Catherine_Zeta-Jones,0
22,Catherine_Zeta-Jones,0
24,Catherine_Zeta-Jones,0
26,Catherine_Zeta-Jones,0
28,Catherine_Zeta-Jones,0
30,Catherine_Zeta-Jones,0
32,Catherine_Zeta-Jones,0
34,Catherine_Zeta-Jones,0
36,Catherine_Zeta-Jones,0
38,Catherine_Zeta-Jones,0
40,Catherine_Zeta-Jones,0
0,Celine_Dion,0
2,Celine_Dion,0
4,Celine_Dion,0
6,Celine_Dion,0
8,Celine_Dion,0
10,Celine_Dion,0
12,Celine_Dion,0
14,Celine_Dion,0
16,Celine_Dion,0
18,Celine_Dion,0
20,Celine_Dion,0
22,Celine_Dion,0
24,Celine_Dion,0
26,Celine_Dion,0
28,Celine_Dion,0
30,Celine_Dion,0
32,Celine_Dion,0
34,Celine_Dion,0
36,Celine_Dion,0
38,Celine_Dion,0
40,Celine_Dion,0
0,Cesar_Gaviria,1
2,Cesar_Gaviria,1
4,Cesar_Gaviria,1
6,Cesar_Gaviria,1
8,Cesar_Gaviria,1
10,Cesar_Gaviria,1
12,Cesar_Gaviria,1
14,Cesar_Gaviria,0
16,Cesar_Gaviria,0
18,Cesar_Gaviria,0
20,Cesar_Gaviria,0
22,Cesar_Gaviria,0
24,Cesar_Gaviria,0
26,Cesar_Gaviria,0
28,Cesar_Gaviria,0
30,Cesar_Gaviria,0
32,Cesar_Gaviria,0
34,Cesar_Gaviria,0
36,Cesar_Gaviria,0
38,Cesar_Gaviria,0
40,Cesar_Gaviria,0
0,Chanda_Rubin,0
2,Chanda_Rubin,0
4,Chanda_Rubin,0
6,Chanda_Rubin,0
8,Chanda_Rubin,0
10,Chanda_Rubin,0
12,Chanda_Rubin,0
14,Chanda_Rubin,0
16,Chanda_Rubin,0
18,Chanda_Rubin,0
20,Chanda_Rubin,0
22,Chanda_Rubin,0
24,Chanda_Rubin,0
26,Chanda_Rubin,0
28,Chanda_Rubin,0
30,Chanda_Rubin,0
32,Chanda_Rubin,0
34,Chanda_Rubin,0
36,Chanda_Rubin,0
38,Chanda_Rubin,0
40,Chanda_Rubin,0
0,Charles_Moose,1
2,Charles_Moose,1
4,Charles_Moose,1
6,Charles_Moose,1
8,Charles_Moose,1
10,Charles_Moose,0
12,Charles_Moose,0
14,Charles_Moose,0
16,Charles_Moose,0
18,Charles_Moose,0
20,Charles_Moose,0
22,Charles_Moose,0
24,Charles_Moose,0
26,Charles_Moose,0
28,Charles_Moose,0
30,Charles_Moose,0
32,Charles_Moose,0
34,Charles_Moose,0
36,Charles_Moose,0
38,Charles_Moose,0
40,Charles_Moose,0
0,Charles_Taylor,1
2,Charles_Taylor,0
4,Charles_Taylor,0
6,Charles_Taylor,0
8,Charles_Taylor,0
10,Charles_Taylor,0
12,Charles_Taylor,0
14,Charles_Taylor,0
16,Charles_Taylor,0
18,Charles_Taylor,0
20,Charles_Taylor,0
22,Charles_Taylor,0
24,Charles_Taylor,0
26,Charles_Taylor,0
28,Charles_Taylor,0
30,Charles_Taylor,0
32,Charles_Taylor,0
34,Charles_Taylor,0
36,Charles_Taylor,0
38,Charles_Taylor,0
40,Charles_Taylor,0
0,Charlton_Heston,0
2,Charlton_Heston,0
4,Charlton_Heston,0
6,Charlton_Heston,0
8,Charlton_Heston,0
10,Charlton_Heston,0
12,Charlton_Heston,0
14,Charlton_Heston,0
16,Charlton_Heston,0
18,Charlton_Heston,0
20,Charlton_Heston,0
22,Charlton_Heston,0
24,Charlton_Heston,0
26,Charlton_Heston,0
28,Charlton_Heston,0
30,Charlton_Heston,0
32,Charlton_Heston,0
34,Charlton_Heston,0
36,Charlton_Heston,0
38,Charlton_Heston,0
40,Charlton_Heston,0
0,Chen_Shui-bian,0
2,Chen_Shui-bian,0
4,Chen_Shui-bian,0
6,Chen_Shui-bian,0
8,Chen_Shui-bian,0
10,Chen_Shui-bian,0
12,Chen_Shui-bian,0
14,Chen_Shui-bian,0
16,Chen_Shui-bian,0
18,Chen_Shui-bian,0
20,Chen_Shui-bian,0
22,Chen_Shui-bian,0
24,Chen_Shui-bian,0
26,Chen_Shui-bian,0
28,Chen_Shui-bian,0
30,Chen_Shui-bian,0
32,Chen_Shui-bian,0
34,Chen_Shui-bian,0
36,Chen_Shui-bian,0
38,Chen_Shui-bian,0
40,Chen_Shui-bian,0
0,Choi_Sung-hong,1
2,Choi_Sung-hong,1
4,Choi_Sung-hong,1
6,Choi_Sung-hong,1
8,Choi_Sung-hong,1
10,Choi_Sung-hong,1
12,Choi_Sung-hong,1
14,Choi_Sung-hong,0
16,Choi_Sung-hong,0
18,Choi_Sung-hong,0
20,Choi_Sung-hong,0
22,Choi_Sung-hong,0
24,Choi_Sung-hong,0
26,Choi_Sung-hong,0
28,Choi_Sung-hong,0
30,Choi_Sung-hong,0
32,Choi_Sung-hong,0
34,Choi_Sung-hong,0
36,Choi_Sung-hong,0
38,Choi_Sung-hong,0
40,Choi_Sung-hong,0
0,Christine_Baumgartner,0
2,Christine_Baumgartner,0
4,Christine_Baumgartner,0
6,Christine_Baumgartner,0
8,Christine_Baumgartner,0
10,Christine_Baumgartner,0
12,Christine_Baumgartner,0
14,Christine_Baumgartner,0
16,Christine_Baumgartner,0
18,Christine_Baumgartner,0
20,Christine_Baumgartner,0
22,Christine_Baumgartner,0
24,Christine_Baumgartner,0
26,Christine_Baumgartner,0
28,Christine_Baumgartner,0
30,Christine_Baumgartner,0
32,Christine_Baumgartner,0
34,Christine_Baumgartner,0
36,Christine_Baumgartner,0
38,Christine_Baumgartner,0
40,Christine_Baumgartner,0
0,Christine_Todd_Whitman,0
2,Christine_Todd_Whitman,0
4,Christine_Todd_Whitman,0
6,Christine_Todd_Whitman,0
8,Christine_Todd_Whitman,0
10,Christine_Todd_Whitman,0
12,Christine_Todd_Whitman,0
14,Christine_Todd_Whitman,0
16,Christine_Todd_Whitman,0
18,Christine_Todd_Whitman,0
20,Christine_Todd_Whitman,0
22,Christine_Todd_Whitman,0
24,Christine_Todd_Whitman,0
26,Christine_Todd_Whitman,0
28,Christine_Todd_Whitman,0
30,Christine_Todd_Whitman,0
32,Christine_Todd_Whitman,0
34,Christine_Todd_Whitman,0
36,Christine_Todd_Whitman,0
38,Christine_Todd_Whitman,0
40,Christine_Todd_Whitman,0
0,Ciro_Gomes,0
2,Ciro_Gomes,0
4,Ciro_Gomes,0
6,Ciro_Gomes,0
8,Ciro_Gomes,0
10,Ciro_Gomes,0
12,Ciro_Gomes,0
14,Ciro_Gomes,0
16,Ciro_Gomes,0
18,Ciro_Gomes,0
20,Ciro_Gomes,0
22,Ciro_Gomes,0
24,Ciro_Gomes,0
26,Ciro_Gomes,0
28,Ciro_Gomes,0
30,Ciro_Gomes,0
32,Ciro_Gomes,0
34,Ciro_Gomes,0
36,Ciro_Gomes,0
38,Ciro_Gomes,0
40,Ciro_Gomes,0
0,Clara_Harris,1
2,Clara_Harris,1
4,Clara_Harris,1
6,Clara_Harris,1
8,Clara_Harris,1
10,Clara_Harris,1
12,Clara_Harris,1
14,Clara_Harris,0
16,Clara_Harris,0
18,Clara_Harris,0
20,Clara_Harris,0
22,Clara_Harris,0
24,Clara_Harris,0
26,Clara_Harris,0
28,Clara_Harris,0
30,Clara_Harris,0
32,Clara_Harris,0
34,Clara_Harris,0
36,Clara_Harris,0
38,Clara_Harris,0
40,Clara_Harris,0
0,Claudia_Pechstein,1
2,Claudia_Pechstein,1
4,Claudia_Pechstein,1
6,Claudia_Pechstein,1
8,Claudia_Pechstein,1
10,Claudia_Pechstein,1
12,Claudia_Pechstein,1
14,Claudia_Pechstein,0
16,Claudia_Pechstein,0
18,Claudia_Pechstein,0
20,Claudia_Pechstein,0
22,Claudia_Pechstein,0
24,Claudia_Pechstein,0
26,Claudia_Pechstein,0
28,Claudia_Pechstein,0
30,Claudia_Pechstein,0
32,Claudia_Pechstein,0
34,Claudia_Pechstein,0
36,Claudia_Pechstein,0
38,Claudia_Pechstein,0
40,Claudia_Pechstein,0
0,Clay_Aiken,0
2,Clay_Aiken,0
4,Clay_Aiken,0
6,Clay_Aiken,0
8,Clay_Aiken,0
10,Clay_Aiken,0
12,Clay_Aiken,0
14,Clay_Aiken,0
16,Clay_Aiken,0
18,Clay_Aiken,0
20,Clay_Aiken,0
22,Clay_Aiken,0
24,Clay_Aiken,0
26,Clay_Aiken,0
28,Clay_Aiken,0
30,Clay_Aiken,0
32,Clay_Aiken,0
34,Clay_Aiken,0
36,Clay_Aiken,0
38,Clay_Aiken,0
40,Clay_Aiken,0
0,Clint_Eastwood,0
2,Clint_Eastwood,0
4,Clint_Eastwood,0
6,Clint_Eastwood,0
8,Clint_Eastwood,0
10,Clint_Eastwood,0
12,Clint_Eastwood,0
14,Clint_Eastwood,0
16,Clint_Eastwood,0
18,Clint_Eastwood,0
20,Clint_Eastwood,0
22,Clint_Eastwood,0
24,Clint_Eastwood,0
26,Clint_Eastwood,0
28,Clint_Eastwood,0
30,Clint_Eastwood,0
32,Clint_Eastwood,0
34,Clint_Eastwood,0
36,Clint_Eastwood,0
38,Clint_Eastwood,0
40,Clint_Eastwood,0
0,Colin_Farrell,0
2,Colin_Farrell,0
4,Colin_Farrell,0
6,Colin_Farrell,0
8,Colin_Farrell,0
10,Colin_Farrell,0
12,Colin_Farrell,0
14,Colin_Farrell,0
16,Colin_Farrell,0
18,Colin_Farrell,0
20,Colin_Farrell,0
22,Colin_Farrell,0
24,Colin_Farrell,0
26,Colin_Farrell,0
28,Colin_Farrell,0
30,Colin_Farrell,0
32,Colin_Farrell,0
34,Colin_Farrell,0
36,Colin_Farrell,0
38,Colin_Farrell,0
40,Colin_Farrell,0
0,Colin_Montgomerie,0
2,Colin_Montgomerie,0
4,Colin_Montgomerie,0
6,Colin_Montgomerie,0
8,Colin_Montgomerie,0
10,Colin_Montgomerie,0
12,Colin_Montgomerie,0
14,Colin_Montgomerie,0
16,Colin_Montgomerie,0
18,Colin_Montgomerie,0
20,Colin_Montgomerie,0
22,Colin_Montgomerie,0
24,Colin_Montgomerie,0
26,Colin_Montgomerie,0
28,Colin_Montgomerie,0
30,Colin_Montgomerie,0
32,Colin_Montgomerie,0
34,Colin_Montgomerie,0
36,Colin_Montgomerie,0
38,Colin_Montgomerie,0
40,Colin_Montgomerie,0
0,Colin_Powell,1
2,Colin_Powell,1
4,Colin_Powell,1
6,Colin_Powell,1
8,Colin_Powell,1
10,Colin_Powell,1
12,Colin_Powell,1
14,Colin_Powell,1
16,Colin_Powell,1
18,Colin_Powell,0
20,Colin_Powell,0
22,Colin_Powell,0
24,Colin_Powell,0
26,Colin_Powell,0
28,Colin_Powell,0
30,Colin_Powell,0
32,Colin_Powell,0
34,Colin_Powell,0
36,Colin_Powell,0
38,Colin_Powell,0
40,Colin_Powell,0
0,Condoleezza_Rice,0
2,Condoleezza_Rice,0
4,Condoleezza_Rice,0
6,Condoleezza_Rice,0
8,Condoleezza_Rice,0
10,Condoleezza_Rice,0
12,Condoleezza_Rice,0
14,Condoleezza_Rice,0
16,Condoleezza_Rice,0
18,Condoleezza_Rice,0
20,Condoleezza_Rice,0
22,Condoleezza_Rice,0
24,Condoleezza_Rice,0
26,Condoleezza_Rice,0
28,Condoleezza_Rice,0
30,Condoleezza_Rice,0
32,Condoleezza_Rice,0
34,Condoleezza_Rice,0
36,Condoleezza_Rice,0
38,Condoleezza_Rice,0
40,Condoleezza_Rice,0
0,Costas_Simitis,0
2,Costas_Simitis,0
4,Costas_Simitis,0
6,Costas_Simitis,0
8,Costas_Simitis,0
10,Costas_Simitis,0
12,Costas_Simitis,0
14,Costas_Simitis,0
16,Costas_Simitis,0
18,Costas_Simitis,0
20,Costas_Simitis,0
22,Costas_Simitis,0
24,Costas_Simitis,0
26,Costas_Simitis,0
28,Costas_Simitis,0
30,Costas_Simitis,0
32,Costas_Simitis,0
34,Costas_Simitis,0
36,Costas_Simitis,0
38,Costas_Simitis,0
40,Costas_Simitis,0
0,Cruz_Bustamante,0
2,Cruz_Bustamante,0
4,Cruz_Bustamante,0
6,Cruz_Bustamante,0
8,Cruz_Bustamante,0
10,Cruz_Bustamante,0
12,Cruz_Bustamante,0
14,Cruz_Bustamante,0
16,Cruz_Bustamante,0
18,Cruz_Bustamante,0
20,Cruz_Bustamante,0
22,Cruz_Bustamante,0
24,Cruz_Bustamante,0
26,Cruz_Bustamante,0
28,Cruz_Bustamante,0
30,Cruz_Bustamante,0
32,Cruz_Bustamante,0
34,Cruz_Bustamante,0
36,Cruz_Bustamante,0
38,Cruz_Bustamante,0
40,Cruz_Bustamante,0
0,David_Anderson,0
2,David_Anderson,0
4,David_Anderson,0
6,David_Anderson,0
8,David_Anderson,0
10,David_Anderson,0
12,David_Anderson,0
14,David_Anderson,0
16,David_Anderson,0
18,David_Anderson,0
20,David_Anderson,0
22,David_Anderson,0
24,David_Anderson,0
26,David_Anderson,0
28,David_Anderson,0
30,David_Anderson,0
32,David_Anderson,0
34,David_Anderson,0
36,David_Anderson,0
38,David_Anderson,0
40,David_Anderson,0
0,David_Beckham,0
2,David_Beckham,0
4,David_Beckham,0
6,David_Beckham,0
8,David_Beckham,0
10,David_Beckham,0
12,David_Beckham,0
14,David_Beckham,0
16,David_Beckham,0
18,David_Beckham,0
20,David_Beckham,0
22,David_Beckham,0
24,David_Beckham,0
26,David_Beckham,0
28,David_Beckham,0
30,David_Beckham,0
32,David_Beckham,0
34,David_Beckham,0
36,David_Beckham,0
38,David_Beckham,0
40,David_Beckham,0
0,David_Heymann,0
2,David_Heymann,0
4,David_Heymann,0
6,David_Heymann,0
8,David_Heymann,0
10,David_Heymann,0
12,David_Heymann,0
14,David_Heymann,0
16,David_Heymann,0
18,David_Heymann,0
20,David_Heymann,0
22,David_Heymann,0
24,David_Heymann,0
26,David_Heymann,0
28,David_Heymann,0
30,David_Heymann,0
32,David_Heymann,0
34,David_Heymann,0
36,David_Heymann,0
38,David_Heymann,0
40,David_Heymann,0
0,David_Nalbandian,1
2,David_Nalbandian,1
4,David_Nalbandian,1
6,David_Nalbandian,1
8,David_Nalbandian,0
10,David_Nalbandian,0
12,David_Nalbandian,0
14,David_Nalbandian,0
16,David_Nalbandian,0
18,David_Nalbandian,0
20,David_Nalbandian,0
22,David_Nalbandian,0
24,David_Nalbandian,0
26,David_Nalbandian,0
28,David_Nalbandian,0
30,David_Nalbandian,0
32,David_Nalbandian,0
34,David_Nalbandian,0
36,David_Nalbandian,0
38,David_Nalbandian,0
40,David_Nalbandian,0
0,David_Trimble,0
2,David_Trimble,0
4,David_Trimble,0
6,David_Trimble,0
8,David_Trimble,0
10,David_Trimble,0
12,David_Trimble,0
14,David_Trimble,0
16,David_Trimble,0
18,David_Trimble,0
20,David_Trimble,0
22,David_Trimble,0
24,David_Trimble,0
26,David_Trimble,0
28,David_Trimble,0
30,David_Trimble,0
32,David_Trimble,0
34,David_Trimble,0
36,David_Trimble,0
38,David_Trimble,0
40,David_Trimble,0
0,Dennis_Hastert,0
2,Dennis_Hastert,0
4,Dennis_Hastert,0
6,Dennis_Hastert,0
8,Dennis_Hastert,0
10,Dennis_Hastert,0
12,Dennis_Hastert,0
14,Dennis_Hastert,0
16,Dennis_Hastert,0
18,Dennis_Hastert,0
20,Dennis_Hastert,0
22,Dennis_Hastert,0
24,Dennis_Hastert,0
26,Dennis_Hastert,0
28,Dennis_Hastert,0
30,Dennis_Hastert,0
32,Dennis_Hastert,0
34,Dennis_Hastert,0
36,Dennis_Hastert,0
38,Dennis_Hastert,0
40,Dennis_Hastert,0
0,Dennis_Kucinich,1
2,Dennis_Kucinich,1
4,Dennis_Kucinich,1
6,Dennis_Kucinich,0
8,Dennis_Kucinich,1
10,Dennis_Kucinich,1
12,Dennis_Kucinich,1
14,Dennis_Kucinich,0
16,Dennis_Kucinich,0
18,Dennis_Kucinich,0
20,Dennis_Kucinich,0
22,Dennis_Kucinich,0
24,Dennis_Kucinich,0
26,Dennis_Kucinich,0
28,Dennis_Kucinich,0
30,Dennis_Kucinich,0
32,Dennis_Kucinich,0
34,Dennis_Kucinich,0
36,Dennis_Kucinich,0
38,Dennis_Kucinich,0
40,Dennis_Kucinich,0
0,Denzel_Washington,0
2,Denzel_Washington,0
4,Denzel_Washington,0
6,Denzel_Washington,0
8,Denzel_Washington,0
10,Denzel_Washington,0
12,Denzel_Washington,0
14,Denzel_Washington,0
16,Denzel_Washington,0
18,Denzel_Washington,0
20,Denzel_Washington,0
22,Denzel_Washington,0
24,Denzel_Washington,0
26,Denzel_Washington,0
28,Denzel_Washington,0
30,Denzel_Washington,0
32,Denzel_Washington,0
34,Denzel_Washington,0
36,Denzel_Washington,0
38,Denzel_Washington,0
40,Denzel_Washington,0
0,Diana_Krall,0
2,Diana_Krall,0
4,Diana_Krall,0
6,Diana_Krall,0
8,Diana_Krall,0
10,Diana_Krall,0
12,Diana_Krall,0
14,Diana_Krall,0
16,Diana_Krall,0
18,Diana_Krall,0
20,Diana_Krall,0
22,Diana_Krall,0
24,Diana_Krall,0
26,Diana_Krall,0
28,Diana_Krall,0
30,Diana_Krall,0
32,Diana_Krall,0
34,Diana_Krall,0
36,Diana_Krall,0
38,Diana_Krall,0
40,Diana_Krall,0
0,Dick_Cheney,0
2,Dick_Cheney,0
4,Dick_Cheney,0
6,Dick_Cheney,0
8,Dick_Cheney,0
10,Dick_Cheney,0
12,Dick_Cheney,0
14,Dick_Cheney,0
16,Dick_Cheney,0
18,Dick_Cheney,0
20,Dick_Cheney,0
22,Dick_Cheney,0
24,Dick_Cheney,0
26,Dick_Cheney,0
28,Dick_Cheney,0
30,Dick_Cheney,0
32,Dick_Cheney,0
34,Dick_Cheney,0
36,Dick_Cheney,0
38,Dick_Cheney,0
40,Dick_Cheney,0
0,Dominique_de_Villepin,0
2,Dominique_de_Villepin,0
4,Dominique_de_Villepin,0
6,Dominique_de_Villepin,0
8,Dominique_de_Villepin,0
10,Dominique_de_Villepin,0
12,Dominique_de_Villepin,0
14,Dominique_de_Villepin,0
16,Dominique_de_Villepin,0
18,Dominique_de_Villepin,0
20,Dominique_de_Villepin,0
22,Dominique_de_Villepin,0
24,Dominique_de_Villepin,0
26,Dominique_de_Villepin,0
28,Dominique_de_Villepin,0
30,Dominique_de_Villepin,0
32,Dominique_de_Villepin,0
34,Dominique_de_Villepin,0
36,Dominique_de_Villepin,0
38,Dominique_de_Villepin,0
40,Dominique_de_Villepin,0
0,Donald_Rumsfeld,1
2,Donald_Rumsfeld,0
4,Donald_Rumsfeld,0
6,Donald_Rumsfeld,0
8,Donald_Rumsfeld,0
10,Donald_Rumsfeld,0
12,Donald_Rumsfeld,0
14,Donald_Rumsfeld,0
16,Donald_Rumsfeld,0
18,Donald_Rumsfeld,0
20,Donald_Rumsfeld,0
22,Donald_Rumsfeld,0
24,Donald_Rumsfeld,0
26,Donald_Rumsfeld,0
28,Donald_Rumsfeld,0
30,Donald_Rumsfeld,0
32,Donald_Rumsfeld,0
34,Donald_Rumsfeld,0
36,Donald_Rumsfeld,0
38,Donald_Rumsfeld,0
40,Donald_Rumsfeld,0
0,Edmund_Stoiber,1
2,Edmund_Stoiber,1
4,Edmund_Stoiber,1
6,Edmund_Stoiber,0
8,Edmund_Stoiber,0
10,Edmund_Stoiber,0
12,Edmund_Stoiber,0
14,Edmund_Stoiber,0
16,Edmund_Stoiber,0
18,Edmund_Stoiber,0
20,Edmund_Stoiber,0
22,Edmund_Stoiber,0
24,Edmund_Stoiber,0
26,Edmund_Stoiber,0
28,Edmund_Stoiber,0
30,Edmund_Stoiber,0
