theta,person,ok
32,Edmund_Stoiber,0
34,Edmund_Stoiber,0
36,Edmund_Stoiber,0
38,Edmund_Stoiber,0
40,Edmund_Stoiber,0
0,Eduard_Shevardnadze,0
2,Eduard_Shevardnadze,0
4,Eduard_Shevardnadze,0
6,Eduard_Shevardnadze,0
8,Eduard_Shevardnadze,0
10,Eduard_Shevardnadze,0
12,Eduard_Shevardnadze,0
14,Eduard_Shevardnadze,0
16,Eduard_Shevardnadze,0
18,Eduard_Shevardnadze,0
20,Eduard_Shevardnadze,0
22,Eduard_Shevardnadze,0
24,Eduard_Shevardnadze,0
26,Eduard_Shevardnadze,0
28,Eduard_Shevardnadze,0
30,Eduard_Shevardnadze,0
32,Eduard_Shevardnadze,0
34,Eduard_Shevardnadze,0
36,Eduard_Shevardnadze,0
38,Eduard_Shevardnadze,0
40,Eduard_Shevardnadze,0
0,Eduardo_Duhalde,0
2,Eduardo_Duhalde,0
4,Eduardo_Duhalde,0
6,Eduardo_Duhalde,0
8,Eduardo_Duhalde,0
10,Eduardo_Duhalde,0
12,Eduardo_Duhalde,0
14,Eduardo_Duhalde,0
16,Eduardo_Duhalde,0
18,Eduardo_Duhalde,0
20,Eduardo_Duhalde,0
22,Eduardo_Duhalde,0
24,Eduardo_Duhalde,0
26,Eduardo_Duhalde,0
28,Eduardo_Duhalde,0
30,Eduardo_Duhalde,0
32,Eduardo_Duhalde,0
34,Eduardo_Duhalde,0
36,Eduardo_Duhalde,0
38,Eduardo_Duhalde,0
40,Eduardo_Duhalde,0
0,Edward_Lu,1
2,Edward_Lu,0
4,Edward_Lu,0
6,Edward_Lu,0
8,Edward_Lu,0
10,Edward_Lu,0
12,Edward_Lu,0
14,Edward_Lu,0
16,Edward_Lu,0
18,Edward_Lu,0
20,Edward_Lu,0
22,Edward_Lu,0
24,Edward_Lu,0
26,Edward_Lu,0
28,Edward_Lu,0
30,Edward_Lu,0
32,Edward_Lu,0
34,Edward_Lu,0
36,Edward_Lu,0
38,Edward_Lu,0
40,Edward_Lu,0
0,Elizabeth_Hurley,0
2,Elizabeth_Hurley,0
4,Elizabeth_Hurley,0
6,Elizabeth_Hurley,0
8,Elizabeth_Hurley,0
10,Elizabeth_Hurley,0
12,Elizabeth_Hurley,0
14,Elizabeth_Hurley,0
16,Elizabeth_Hurley,0
18,Elizabeth_Hurley,0
20,Elizabeth_Hurley,0
22,Elizabeth_Hurley,0
24,Elizabeth_Hurley,0
26,Elizabeth_Hurley,0
28,Elizabeth_Hurley,0
30,Elizabeth_Hurley,0
32,Elizabeth_Hurley,0
34,Elizabeth_Hurley,0
36,Elizabeth_Hurley,0
38,Elizabeth_Hurley,0
40,Elizabeth_Hurley,0
0,Elizabeth_Smart,1
2,Elizabeth_Smart,1
4,Elizabeth_Smart,0
6,Elizabeth_Smart,0
8,Elizabeth_Smart,0
10,Elizabeth_Smart,0
12,Elizabeth_Smart,0
14,Elizabeth_Smart,0
16,Elizabeth_Smart,0
18,Elizabeth_Smart,0
20,Elizabeth_Smart,0
22,Elizabeth_Smart,0
24,Elizabeth_Smart,0
26,Elizabeth_Smart,0
28,Elizabeth_Smart,0
30,Elizabeth_Smart,0
32,Elizabeth_Smart,0
34,Elizabeth_Smart,0
36,Elizabeth_Smart,0
38,Elizabeth_Smart,0
40,Elizabeth_Smart,0
0,Elsa_Zylberstein,0
2,Elsa_Zylberstein,0
4,Elsa_Zylberstein,0
6,Elsa_Zylberstein,0
8,Elsa_Zylberstein,0
10,Elsa_Zylberstein,0
12,Elsa_Zylberstein,0
14,Elsa_Zylberstein,0
16,Elsa_Zylberstein,0
18,Elsa_Zylberstein,0
20,Elsa_Zylberstein,0
22,Elsa_Zylberstein,0
24,Elsa_Zylberstein,0
26,Elsa_Zylberstein,0
28,Elsa_Zylberstein,0
30,Elsa_Zylberstein,0
32,Elsa_Zylberstein,0
34,Elsa_Zylberstein,0
36,Elsa_Zylberstein,0
38,Elsa_Zylberstein,0
40,Elsa_Zylberstein,0
0,Elton_John,0
2,Elton_John,0
4,Elton_John,0
6,Elton_John,0
8,Elton_John,0
10,Elton_John,0
12,Elton_John,0
14,Elton_John,0
16,Elton_John,0
18,Elton_John,0
20,Elton_John,0
22,Elton_John,0
24,Elton_John,0
26,Elton_John,0
28,Elton_John,0
30,Elton_John,0
32,Elton_John,0
34,Elton_John,0
36,Elton_John,0
38,Elton_John,0
40,Elton_John,0
0,Emanuel_Ginobili,1
2,Emanuel_Ginobili,1
4,Emanuel_Ginobili,1
6,Emanuel_Ginobili,1
8,Emanuel_Ginobili,1
10,Emanuel_Ginobili,1
12,Emanuel_Ginobili,1
14,Emanuel_Ginobili,1
16,Emanuel_Ginobili,0
18,Emanuel_Ginobili,0
20,Emanuel_Ginobili,0
22,Emanuel_Ginobili,0
24,Emanuel_Ginobili,0
26,Emanuel_Ginobili,0
28,Emanuel_Ginobili,0
30,Emanuel_Ginobili,0
32,Emanuel_Ginobili,0
34,Emanuel_Ginobili,0
36,Emanuel_Ginobili,0
38,Emanuel_Ginobili,0
40,Emanuel_Ginobili,0
0,Emma_Watson,0
2,Emma_Watson,0
4,Emma_Watson,0
6,Emma_Watson,0
8,Emma_Watson,0
10,Emma_Watson,0
12,Emma_Watson,0
14,Emma_Watson,0
16,Emma_Watson,0
18,Emma_Watson,0
20,Emma_Watson,0
22,Emma_Watson,0
24,Emma_Watson,0
26,Emma_Watson,0
28,Emma_Watson,0
30,Emma_Watson,0
32,Emma_Watson,0
34,Emma_Watson,0
36,Emma_Watson,0
38,Emma_Watson,0
40,Emma_Watson,0
0,Enrique_Bolanos,0
2,Enrique_Bolanos,0
4,Enrique_Bolanos,0
6,Enrique_Bolanos,0
8,Enrique_Bolanos,0
10,Enrique_Bolanos,0
12,Enrique_Bolanos,0
14,Enrique_Bolanos,0
16,Enrique_Bolanos,0
18,Enrique_Bolanos,0
20,Enrique_Bolanos,0
22,Enrique_Bolanos,0
24,Enrique_Bolanos,0
26,Enrique_Bolanos,0
28,Enrique_Bolanos,0
30,Enrique_Bolanos,0
32,Enrique_Bolanos,0
34,Enrique_Bolanos,0
36,Enrique_Bolanos,0
38,Enrique_Bolanos,0
40,Enrique_Bolanos,0
0,Erika_Harold,1
2,Erika_Harold,1
4,Erika_Harold,1
6,Erika_Harold,0
8,Erika_Harold,0
10,Erika_Harold,0
12,Erika_Harold,0
14,Erika_Harold,0
16,Erika_Harold,0
18,Erika_Harold,0
20,Erika_Harold,0
22,Erika_Harold,0
24,Erika_Harold,0
26,Erika_Harold,0
28,Erika_Harold,0
30,Erika_Harold,0
32,Erika_Harold,0
34,Erika_Harold,0
36,Erika_Harold,0
38,Erika_Harold,0
40,Erika_Harold,0
0,Fernando_Gonzalez,0
2,Fernando_Gonzalez,0
4,Fernando_Gonzalez,0
6,Fernando_Gonzalez,0
8,Fernando_Gonzalez,0
10,Fernando_Gonzalez,0
12,Fernando_Gonzalez,0
14,Fernando_Gonzalez,0
16,Fernando_Gonzalez,0
18,Fernando_Gonzalez,0
20,Fernando_Gonzalez,0
22,Fernando_Gonzalez,0
24,Fernando_Gonzalez,0
26,Fernando_Gonzalez,0
28,Fernando_Gonzalez,0
30,Fernando_Gonzalez,0
32,Fernando_Gonzalez,0
34,Fernando_Gonzalez,0
36,Fernando_Gonzalez,0
38,Fernando_Gonzalez,0
40,Fernando_Gonzalez,0
0,Fernando_Henrique_Cardoso,0
2,Fernando_Henrique_Cardoso,0
4,Fernando_Henrique_Cardoso,0
6,Fernando_Henrique_Cardoso,0
8,Fernando_Henrique_Cardoso,0
10,Fernando_Henrique_Cardoso,0
12,Fernando_Henrique_Cardoso,0
14,Fernando_Henrique_Cardoso,0
16,Fernando_Henrique_Cardoso,0
18,Fernando_Henrique_Cardoso,0
20,Fernando_Henrique_Cardoso,0
22,Fernando_Henrique_Cardoso,0
24,Fernando_Henrique_Cardoso,0
26,Fernando_Henrique_Cardoso,0
28,Fernando_Henrique_Cardoso,0
30,Fernando_Henrique_Cardoso,0
32,Fernando_Henrique_Cardoso,0
34,Fernando_Henrique_Cardoso,0
36,Fernando_Henrique_Cardoso,0
38,Fernando_Henrique_Cardoso,0
40,Fernando_Henrique_Cardoso,0
0,Fidel_Castro,0
2,Fidel_Castro,0
4,Fidel_Castro,0
6,Fidel_Castro,0
8,Fidel_Castro,0
10,Fidel_Castro,0
12,Fidel_Castro,0
14,Fidel_Castro,0
16,Fidel_Castro,0
18,Fidel_Castro,0
20,Fidel_Castro,0
22,Fidel_Castro,0
24,Fidel_Castro,0
26,Fidel_Castro,0
28,Fidel_Castro,0
30,Fidel_Castro,0
32,Fidel_Castro,0
34,Fidel_Castro,0
36,Fidel_Castro,0
38,Fidel_Castro,0
40,Fidel_Castro,0
0,Frank_Solich,1
2,Frank_Solich,0
4,Frank_Solich,0
6,Frank_Solich,0
8,Frank_Solich,0
10,Frank_Solich,0
12,Frank_Solich,0
14,Frank_Solich,0
16,Frank_Solich,0
18,Frank_Solich,0
20,Frank_Solich,0
22,Frank_Solich,0
24,Frank_Solich,0
26,Frank_Solich,0
28,Frank_Solich,0
30,Frank_Solich,0
32,Frank_Solich,0
34,Frank_Solich,0
36,Frank_Solich,0
38,Frank_Solich,0
40,Frank_Solich,0
0,Fujio_Cho,0
2,Fujio_Cho,0
4,Fujio_Cho,0
6,Fujio_Cho,0
8,Fujio_Cho,0
10,Fujio_Cho,0
12,Fujio_Cho,0
14,Fujio_Cho,0
16,Fujio_Cho,0
18,Fujio_Cho,0
20,Fujio_Cho,0
22,Fujio_Cho,0
24,Fujio_Cho,0
26,Fujio_Cho,0
28,Fujio_Cho,0
30,Fujio_Cho,0
32,Fujio_Cho,0
34,Fujio_Cho,0
36,Fujio_Cho,0
38,Fujio_Cho,0
40,Fujio_Cho,0
0,Gene_Robinson,1
2,Gene_Robinson,1
4,Gene_Robinson,1
6,Gene_Robinson,0
8,Gene_Robinson,0
10,Gene_Robinson,0
12,Gene_Robinson,0
14,Gene_Robinson,0
16,Gene_Robinson,0
18,Gene_Robinson,0
20,Gene_Robinson,0
22,Gene_Robinson,0
24,Gene_Robinson,0
26,Gene_Robinson,0
28,Gene_Robinson,0
30,Gene_Robinson,0
32,Gene_Robinson,0
34,Gene_Robinson,0
36,Gene_Robinson,0
38,Gene_Robinson,0
40,Gene_Robinson,0
0,Geoff_Hoon,0
2,Geoff_Hoon,0
4,Geoff_Hoon,0
6,Geoff_Hoon,0
8,Geoff_Hoon,0
10,Geoff_Hoon,0
12,Geoff_Hoon,0
14,Geoff_Hoon,0
16,Geoff_Hoon,0
18,Geoff_Hoon,0
20,Geoff_Hoon,0
22,Geoff_Hoon,0
24,Geoff_Hoon,0
26,Geoff_Hoon,0
28,Geoff_Hoon,0
30,Geoff_Hoon,0
32,Geoff_Hoon,0
34,Geoff_Hoon,0
36,Geoff_Hoon,0
38,Geoff_Hoon,0
40,Geoff_Hoon,0
0,George_Clooney,0
2,George_Clooney,0
4,George_Clooney,0
6,George_Clooney,0
8,George_Clooney,0
10,George_Clooney,0
12,George_Clooney,0
14,George_Clooney,0
16,George_Clooney,0
18,George_Clooney,0
20,George_Clooney,0
22,George_Clooney,0
24,George_Clooney,0
26,George_Clooney,0
28,George_Clooney,0
30,George_Clooney,0
32,George_Clooney,0
34,George_Clooney,0
36,George_Clooney,0
38,George_Clooney,0
40,George_Clooney,0
0,George_HW_Bush,0
2,George_HW_Bush,0
4,George_HW_Bush,0
6,George_HW_Bush,0
8,George_HW_Bush,0
10,George_HW_Bush,0
12,George_HW_Bush,0
14,George_HW_Bush,0
16,George_HW_Bush,0
18,George_HW_Bush,0
20,George_HW_Bush,0
22,George_HW_Bush,0
24,George_HW_Bush,0
26,George_HW_Bush,0
28,George_HW_Bush,0
30,George_HW_Bush,0
32,George_HW_Bush,0
34,George_HW_Bush,0
36,George_HW_Bush,0
38,George_HW_Bush,0
40,George_HW_Bush,0
0,George_Lopez,0
2,George_Lopez,0
4,George_Lopez,0
6,George_Lopez,0
8,George_Lopez,0
10,George_Lopez,0
12,George_Lopez,0
14,George_Lopez,0
16,George_Lopez,0
18,George_Lopez,0
20,George_Lopez,0
22,George_Lopez,0
24,George_Lopez,0
26,George_Lopez,0
28,George_Lopez,0
30,George_Lopez,0
32,George_Lopez,0
34,George_Lopez,0
36,George_Lopez,0
38,George_Lopez,0
40,George_Lopez,0
0,George_Pataki,0
2,George_Pataki,0
4,George_Pataki,0
6,George_Pataki,0
8,George_Pataki,0
10,George_Pataki,0
12,George_Pataki,0
14,George_Pataki,0
16,George_Pataki,0
18,George_Pataki,0
20,George_Pataki,0
22,George_Pataki,0
24,George_Pataki,0
26,George_Pataki,0
28,George_Pataki,0
30,George_Pataki,0
32,George_Pataki,0
34,George_Pataki,0
36,George_Pataki,0
38,George_Pataki,0
40,George_Pataki,0
0,George_Robertson,0
2,George_Robertson,0
4,George_Robertson,0
6,George_Robertson,0
8,George_Robertson,0
10,George_Robertson,0
12,George_Robertson,0
14,George_Robertson,0
16,George_Robertson,0
18,George_Robertson,0
20,George_Robertson,0
22,George_Robertson,0
24,George_Robertson,0
26,George_Robertson,0
28,George_Robertson,0
30,George_Robertson,0
32,George_Robertson,0
34,George_Robertson,0
36,George_Robertson,0
38,George_Robertson,0
40,George_Robertson,0
0,George_W_Bush,1
2,George_W_Bush,1
4,George_W_Bush,1
6,George_W_Bush,1
8,George_W_Bush,1
10,George_W_Bush,1
12,George_W_Bush,1
14,George_W_Bush,1
16,George_W_Bush,1
18,George_W_Bush,0
20,George_W_Bush,0
22,George_W_Bush,0
24,George_W_Bush,0
26,George_W_Bush,0
28,George_W_Bush,0
30,George_W_Bush,0
32,George_W_Bush,0
34,George_W_Bush,0
36,George_W_Bush,0
38,George_W_Bush,0
40,George_W_Bush,0
0,Gerhard_Schroeder,1
2,Gerhard_Schroeder,1
4,Gerhard_Schroeder,1
6,Gerhard_Schroeder,1
8,Gerhard_Schroeder,1
10,Gerhard_Schroeder,1
12,Gerhard_Schroeder,1
14,Gerhard_Schroeder,1
16,Gerhard_Schroeder,1
18,Gerhard_Schroeder,1
20,Gerhard_Schroeder,1
22,Gerhard_Schroeder,0
24,Gerhard_Schroeder,0
26,Gerhard_Schroeder,0
28,Gerhard_Schroeder,0
30,Gerhard_Schroeder,0
32,Gerhard_Schroeder,0
34,Gerhard_Schroeder,0
36,Gerhard_Schroeder,0
38,Gerhard_Schroeder,0
40,Gerhard_Schroeder,0
0,Gerry_Adams,1
2,Gerry_Adams,1
4,Gerry_Adams,1
6,Gerry_Adams,0
8,Gerry_Adams,0
10,Gerry_Adams,0
12,Gerry_Adams,0
14,Gerry_Adams,0
16,Gerry_Adams,0
18,Gerry_Adams,0
20,Gerry_Adams,0
22,Gerry_Adams,0
24,Gerry_Adams,0
26,Gerry_Adams,0
28,Gerry_Adams,0
30,Gerry_Adams,0
32,Gerry_Adams,0
34,Gerry_Adams,0
36,Gerry_Adams,0
38,Gerry_Adams,0
40,Gerry_Adams,0
0,Gil_de_Ferran,0
2,Gil_de_Ferran,0
4,Gil_de_Ferran,0
6,Gil_de_Ferran,0
8,Gil_de_Ferran,0
10,Gil_de_Ferran,0
12,Gil_de_Ferran,0
14,Gil_de_Ferran,0
16,Gil_de_Ferran,0
18,Gil_de_Ferran,0
20,Gil_de_Ferran,0
22,Gil_de_Ferran,0
24,Gil_de_Ferran,0
26,Gil_de_Ferran,0
28,Gil_de_Ferran,0
30,Gil_de_Ferran,0
32,Gil_de_Ferran,0
34,Gil_de_Ferran,0
36,Gil_de_Ferran,0
38,Gil_de_Ferran,0
40,Gil_de_Ferran,0
0,Gloria_Macapagal_Arroyo,1
2,Gloria_Macapagal_Arroyo,0
4,Gloria_Macapagal_Arroyo,0
6,Gloria_Macapagal_Arroyo,0
8,Gloria_Macapagal_Arroyo,0
10,Gloria_Macapagal_Arroyo,0
12,Gloria_Macapagal_Arroyo,0
14,Gloria_Macapagal_Arroyo,0
16,Gloria_Macapagal_Arroyo,0
18,Gloria_Macapagal_Arroyo,0
20,Gloria_Macapagal_Arroyo,0
22,Gloria_Macapagal_Arroyo,0
24,Gloria_Macapagal_Arroyo,0
26,Gloria_Macapagal_Arroyo,0
28,Gloria_Macapagal_Arroyo,0
30,Gloria_Macapagal_Arroyo,0
32,Gloria_Macapagal_Arroyo,0
34,Gloria_Macapagal_Arroyo,0
36,Gloria_Macapagal_Arroyo,0
38,Gloria_Macapagal_Arroyo,0
40,Gloria_Macapagal_Arroyo,0
0,Goldie_Hawn,0
2,Goldie_Hawn,0
4,Goldie_Hawn,0
6,Goldie_Hawn,0
8,Goldie_Hawn,0
10,Goldie_Hawn,0
12,Goldie_Hawn,0
14,Goldie_Hawn,0
16,Goldie_Hawn,0
18,Goldie_Hawn,0
20,Goldie_Hawn,0
22,Goldie_Hawn,0
24,Goldie_Hawn,0
26,Goldie_Hawn,0
28,Goldie_Hawn,0
30,Goldie_Hawn,0
32,Goldie_Hawn,0
34,Goldie_Hawn,0
36,Goldie_Hawn,0
38,Goldie_Hawn,0
40,Goldie_Hawn,0
0,Gonzalo_Sanchez_de_Lozada,0
2,Gonzalo_Sanchez_de_Lozada,0
4,Gonzalo_Sanchez_de_Lozada,0
6,Gonzalo_Sanchez_de_Lozada,0
8,Gonzalo_Sanchez_de_Lozada,0
10,Gonzalo_Sanchez_de_Lozada,0
12,Gonzalo_Sanchez_de_Lozada,0
14,Gonzalo_Sanchez_de_Lozada,0
16,Gonzalo_Sanchez_de_Lozada,0
18,Gonzalo_Sanchez_de_Lozada,0
20,Gonzalo_Sanchez_de_Lozada,0
22,Gonzalo_Sanchez_de_Lozada,0
24,Gonzalo_Sanchez_de_Lozada,0
26,Gonzalo_Sanchez_de_Lozada,0
28,Gonzalo_Sanchez_de_Lozada,0
30,Gonzalo_Sanchez_de_Lozada,0
32,Gonzalo_Sanchez_de_Lozada,0
34,Gonzalo_Sanchez_de_Lozada,0
36,Gonzalo_Sanchez_de_Lozada,0
38,Gonzalo_Sanchez_de_Lozada,0
40,Gonzalo_Sanchez_de_Lozada,0
0,Gordon_Brown,0
2,Gordon_Brown,0
4,Gordon_Brown,0
6,Gordon_Brown,0
8,Gordon_Brown,0
10,Gordon_Brown,0
12,Gordon_Brown,0
14,Gordon_Brown,0
16,Gordon_Brown,0
18,Gordon_Brown,0
20,Gordon_Brown,0
22,Gordon_Brown,0
24,Gordon_Brown,0
26,Gordon_Brown,0
28,Gordon_Brown,0
30,Gordon_Brown,0
32,Gordon_Brown,0
34,Gordon_Brown,0
36,Gordon_Brown,0
38,Gordon_Brown,0
40,Gordon_Brown,0
0,Grant_Hackett,1
2,Grant_Hackett,1
4,Grant_Hackett,0
6,Grant_Hackett,0
8,Grant_Hackett,0
10,Grant_Hackett,0
12,Grant_Hackett,0
14,Grant_Hackett,0
16,Grant_Hackett,0
18,Grant_Hackett,0
20,Grant_Hackett,0
22,Grant_Hackett,0
24,Grant_Hackett,0
26,Grant_Hackett,0
28,Grant_Hackett,0
30,Grant_Hackett,0
32,Grant_Hackett,0
34,Grant_Hackett,0
36,Grant_Hackett,0
38,Grant_Hackett,0
40,Grant_Hackett,0
0,Gray_Davis,0
2,Gray_Davis,0
4,Gray_Davis,0
6,Gray_Davis,0
8,Gray_Davis,0
10,Gray_Davis,0
12,Gray_Davis,0
14,Gray_Davis,0
16,Gray_Davis,0
18,Gray_Davis,0
20,Gray_Davis,0
22,Gray_Davis,0
24,Gray_Davis,0
26,Gray_Davis,0
28,Gray_Davis,0
30,Gray_Davis,0
32,Gray_Davis,0
34,Gray_Davis,0
36,Gray_Davis,0
38,Gray_Davis,0
40,Gray_Davis,0
0,Gregg_Popovich,1
2,Gregg_Popovich,1
4,Gregg_Popovich,1
6,Gregg_Popovich,1
8,Gregg_Popovich,1
10,Gregg_Popovich,1
12,Gregg_Popovich,1
14,Gregg_Popovich,0
16,Gregg_Popovich,0
18,Gregg_Popovich,0
20,Gregg_Popovich,0
22,Gregg_Popovich,0
24,Gregg_Popovich,0
26,Gregg_Popovich,0
28,Gregg_Popovich,0
30,Gregg_Popovich,0
32,Gregg_Popovich,0
34,Gregg_Popovich,0
36,Gregg_Popovich,0
38,Gregg_Popovich,0
40,Gregg_Popovich,0
0,Guillermo_Coria,0
2,Guillermo_Coria,0
4,Guillermo_Coria,0
6,Guillermo_Coria,0
8,Guillermo_Coria,0
10,Guillermo_Coria,0
12,Guillermo_Coria,0
14,Guillermo_Coria,0
16,Guillermo_Coria,0
18,Guillermo_Coria,0
20,Guillermo_Coria,0
22,Guillermo_Coria,0
24,Guillermo_Coria,0
26,Guillermo_Coria,0
28,Guillermo_Coria,0
30,Guillermo_Coria,0
32,Guillermo_Coria,0
34,Guillermo_Coria,0
36,Guillermo_Coria,0
38,Guillermo_Coria,0
40,Guillermo_Coria,0
0,Gunter_Pleuger,1
2,Gunter_Pleuger,1
4,Gunter_Pleuger,1
6,Gunter_Pleuger,1
8,Gunter_Pleuger,1
10,Gunter_Pleuger,1
12,Gunter_Pleuger,1
14,Gunter_Pleuger,0
16,Gunter_Pleuger,0
18,Gunter_Pleuger,0
20,Gunter_Pleuger,0
22,Gunter_Pleuger,0
24,Gunter_Pleuger,0
26,Gunter_Pleuger,0
28,Gunter_Pleuger,0
30,Gunter_Pleuger,0
32,Gunter_Pleuger,0
34,Gunter_Pleuger,0
36,Gunter_Pleuger,0
38,Gunter_Pleuger,0
40,Gunter_Pleuger,0
0,Gwyneth_Paltrow,0
2,Gwyneth_Paltrow,0
4,Gwyneth_Paltrow,0
6,Gwyneth_Paltrow,0
8,Gwyneth_Paltrow,0
10,Gwyneth_Paltrow,0
12,Gwyneth_Paltrow,0
14,Gwyneth_Paltrow,0
16,Gwyneth_Paltrow,0
18,Gwyneth_Paltrow,0
20,Gwyneth_Paltrow,0
22,Gwyneth_Paltrow,0
24,Gwyneth_Paltrow,0
26,Gwyneth_Paltrow,0
28,Gwyneth_Paltrow,0
30,Gwyneth_Paltrow,0
32,Gwyneth_Paltrow,0
34,Gwyneth_Paltrow,0
36,Gwyneth_Paltrow,0
38,Gwyneth_Paltrow,0
40,Gwyneth_Paltrow,0
0,Habib_Rizieq,0
2,Habib_Rizieq,0
4,Habib_Rizieq,0
6,Habib_Rizieq,0
8,Habib_Rizieq,0
10,Habib_Rizieq,0
12,Habib_Rizieq,0
14,Habib_Rizieq,0
16,Habib_Rizieq,0
18,Habib_Rizieq,0
20,Habib_Rizieq,0
22,Habib_Rizieq,0
24,Habib_Rizieq,0
26,Habib_Rizieq,0
28,Habib_Rizieq,0
30,Habib_Rizieq,0
32,Habib_Rizieq,0
34,Habib_Rizieq,0
36,Habib_Rizieq,0
38,Habib_Rizieq,0
40,Habib_Rizieq,0
0,Hal_Gehman,1
2,Hal_Gehman,1
4,Hal_Gehman,1
6,Hal_Gehman,0
8,Hal_Gehman,0
10,Hal_Gehman,0
12,Hal_Gehman,0
14,Hal_Gehman,0
16,Hal_Gehman,0
18,Hal_Gehman,0
20,Hal_Gehman,0
22,Hal_Gehman,0
24,Hal_Gehman,0
26,Hal_Gehman,0
28,Hal_Gehman,0
30,Hal_Gehman,0
32,Hal_Gehman,0
34,Hal_Gehman,0
36,Hal_Gehman,0
38,Hal_Gehman,0
40,Hal_Gehman,0
0,Halle_Berry,0
2,Halle_Berry,0
4,Halle_Berry,0
6,Halle_Berry,0
8,Halle_Berry,0
10,Halle_Berry,0
12,Halle_Berry,0
14,Halle_Berry,0
16,Halle_Berry,0
18,Halle_Berry,0
20,Halle_Berry,0
22,Halle_Berry,0
24,Halle_Berry,0
26,Halle_Berry,0
28,Halle_Berry,0
30,Halle_Berry,0
32,Halle_Berry,0
34,Halle_Berry,0
36,Halle_Berry,0
38,Halle_Berry,0
40,Halle_Berry,0
0,Hamid_Karzai,1
2,Hamid_Karzai,1
4,Hamid_Karzai,1
6,Hamid_Karzai,0
8,Hamid_Karzai,0
10,Hamid_Karzai,0
12,Hamid_Karzai,0
14,Hamid_Karzai,0
16,Hamid_Karzai,0
18,Hamid_Karzai,0
20,Hamid_Karzai,0
22,Hamid_Karzai,0
24,Hamid_Karzai,0
26,Hamid_Karzai,0
28,Hamid_Karzai,0
30,Hamid_Karzai,0
32,Hamid_Karzai,0
34,Hamid_Karzai,0
36,Hamid_Karzai,0
38,Hamid_Karzai,0
40,Hamid_Karzai,0
0,Hans_Blix,0
2,Hans_Blix,0
4,Hans_Blix,0
6,Hans_Blix,0
8,Hans_Blix,0
10,Hans_Blix,0
12,Hans_Blix,0
14,Hans_Blix,0
16,Hans_Blix,0
18,Hans_Blix,0
20,Hans_Blix,0
22,Hans_Blix,0
24,Hans_Blix,0
26,Hans_Blix,0
28,Hans_Blix,0
30,Hans_Blix,0
32,Hans_Blix,0
34,Hans_Blix,0
36,Hans_Blix,0
38,Hans_Blix,0
40,Hans_Blix,0
0,Harrison_Ford,0
2,Harrison_Ford,0
4,Harrison_Ford,0
6,Harrison_Ford,0
8,Harrison_Ford,0
10,Harrison_Ford,0
12,Harrison_Ford,0
14,Harrison_Ford,0
16,Harrison_Ford,0
18,Harrison_Ford,0
20,Harrison_Ford,0
22,Harrison_Ford,0
24,Harrison_Ford,0
26,Harrison_Ford,0
28,Harrison_Ford,0
30,Harrison_Ford,0
32,Harrison_Ford,0
34,Harrison_Ford,0
36,Harrison_Ford,0
38,Harrison_Ford,0
40,Harrison_Ford,0
0,Heidi_Klum,0
2,Heidi_Klum,0
4,Heidi_Klum,0
6,Heidi_Klum,0
8,Heidi_Klum,0
10,Heidi_Klum,0
12,Heidi_Klum,0
14,Heidi_Klum,0
16,Heidi_Klum,0
18,Heidi_Klum,0
20,Heidi_Klum,0
22,Heidi_Klum,0
24,Heidi_Klum,0
26,Heidi_Klum,0
28,Heidi_Klum,0
30,Heidi_Klum,0
32,Heidi_Klum,0
34,Heidi_Klum,0
36,Heidi_Klum,0
38,Heidi_Klum,0
40,Heidi_Klum,0
0,Heizo_Takenaka,0
2,Heizo_Takenaka,0
4,Heizo_Takenaka,0
6,Heizo_Takenaka,0
8,Heizo_Takenaka,0
10,Heizo_Takenaka,0
12,Heizo_Takenaka,0
14,Heizo_Takenaka,0
16,Heizo_Takenaka,0
18,Heizo_Takenaka,0
20,Heizo_Takenaka,0
22,Heizo_Takenaka,0
24,Heizo_Takenaka,0
26,Heizo_Takenaka,0
28,Heizo_Takenaka,0
30,Heizo_Takenaka,0
32,Heizo_Takenaka,0
34,Heizo_Takenaka,0
36,Heizo_Takenaka,0
38,Heizo_Takenaka,0
40,Heizo_Takenaka,0
0,Hillary_Clinton,1
2,Hillary_Clinton,1
4,Hillary_Clinton,1
6,Hillary_Clinton,1
8,Hillary_Clinton,1
10,Hillary_Clinton,1
12,Hillary_Clinton,1
14,Hillary_Clinton,1
16,Hillary_Clinton,1
18,Hillary_Clinton,0
20,Hillary_Clinton,0
22,Hillary_Clinton,0
24,Hillary_Clinton,0
26,Hillary_Clinton,0
28,Hillary_Clinton,0
30,Hillary_Clinton,0
32,Hillary_Clinton,0
34,Hillary_Clinton,0
36,Hillary_Clinton,0
38,Hillary_Clinton,0
40,Hillary_Clinton,0
0,Hitomi_Soga,0
2,Hitomi_Soga,0
4,Hitomi_Soga,0
6,Hitomi_Soga,0
8,Hitomi_Soga,0
10,Hitomi_Soga,0
12,Hitomi_Soga,0
14,Hitomi_Soga,0
16,Hitomi_Soga,0
18,Hitomi_Soga,0
20,Hitomi_Soga,0
22,Hitomi_Soga,0
24,Hitomi_Soga,0
26,Hitomi_Soga,0
28,Hitomi_Soga,0
30,Hitomi_Soga,0
32,Hitomi_Soga,0
34,Hitomi_Soga,0
36,Hitomi_Soga,0
38,Hitomi_Soga,0
40,Hitomi_Soga,0
0,Holly_Hunter,0
