env_type,env_id,device_did,collision,re_register,ok
windows,85C95C97EE5A2452DDFCC5DC115899898D55,didsm9:85C95C97EE5A2452DDFCC5DC115899898D55@didsm9:user1:aaa:148ed5394bec207341d3118535d453f528d8c0b8bea82cc020c5262e84c2e44d,0,1,1
windows,98FECC3BEDD5F1804B13074392C9E790ABB5,didsm9:98FECC3BEDD5F1804B13074392C9E790ABB5@didsm9:user1:aaa:f39426dae034a3411c086cfca18f2889a87fc1f858975571e0abd0aaa5522b43,0,1,1
windows,3AABD74E85E300CDBCCD54E29990921C17AE,didsm9:3AABD74E85E300CDBCCD54E29990921C17AE@didsm9:user1:aaa:a885d2c950038cbea80091644a226d644fa9f18a45037fb3693af3eb38c9c068,0,1,1
windows,A93883C91CD1CDB1BA3E8ED894CCFEEBC949,didsm9:A93883C91CD1CDB1BA3E8ED894CCFEEBC949@didsm9:user1:aaa:e92aaf3d6de58669a1d38438f1eaa22d6775a8d4e7f6e5a8da67e01f0a03f235,0,1,1
windows,A53DD5968EA4C9A9EC8B6A8705EEAAB81930,didsm9:A53DD5968EA4C9A9EC8B6A8705EEAAB81930@didsm9:user1:aaa:26e4fe5d2ac0d464d74282ba66e8b40e859a8e22b7d1ba0d643a650385c9c236,0,1,1
windows,DF4C3E967A43E874249CE0D0E83BFD197BCD,didsm9:DF4C3E967A43E874249CE0D0E83BFD197BCD@didsm9:user1:aaa:88d7cf36a5ff51e4ff26d14f868ee46d84439d69d36b5712dadc1ff6454120d6,0,1,1
windows,492335C82AB908A8EDA0E592905E8F8AD1C5,didsm9:492335C82AB908A8EDA0E592905E8F8AD1C5@didsm9:user1:aaa:d22dbe4c6cf8cae7e6fda6b5b57c56924acd6cfcc965efec5eb8adcd239467c2,0,1,1
windows,69CA96E97BEBED38C97612C99F4271180C1F,didsm9:69CA96E97BEBED38C97612C99F4271180C1F@didsm9:user1:aaa:73be9ca9e32dbf6da28da53c735af1fc2231b53274e4299c9347d7bb34482119,0,1,1
windows,3C0AE486C5B3BF18A6FFEB16C5F8A5DBCE3B,didsm9:3C0AE486C5B3BF18A6FFEB16C5F8A5DBCE3B@didsm9:user1:aaa:56423caa6aca6be2c8a956fce78a605347b9521f180a940554fb4b136732293b,0,1,1
windows,ED8273709849DC188A2140E4AC016208A58A,didsm9:ED8273709849DC188A2140E4AC016208A58A@didsm9:user1:aaa:de4513072f572e2603c9a1819a5fff48ff7b091feae9f9845aab89fdaa76c5b4,0,1,1
windows,DFE45D7AEC36927DD3256A875067BEA011EF,didsm9:DFE45D7AEC36927DD3256A875067BEA011EF@didsm9:user1:aaa:7aca8147569c019b84049b4c3c31ef3ef8db0453c9894b6faf676f5787e982f8,0,1,1
windows,BDBCABD775EF5DCA505E3B72A2FC191E1BE1,didsm9:BDBCABD775EF5DCA505E3B72A2FC191E1BE1@didsm9:user1:aaa:14877e29e3be30457fd4bb2f2ebd548ab321cccfe177c5770c2d0b1dce1e303e,0,1,1
windows,7E46F45900FD6A9C5614C3B9E169D386A394,didsm9:7E46F45900FD6A9C5614C3B9E169D386A394@didsm9:user1:aaa:92d88fbae38545a6c4c2416335adacb35a85dcb0e77f76339910f891cf05086f,0,1,1
windows,FE48A2A66C9C47108EA873F9AF600F57667A,didsm9:FE48A2A66C9C47108EA873F9AF600F57667A@didsm9:user1:aaa:4d008abdcbcf89a76ac0c6faabfcd3343b9aa016d3a0d6d5f6892ad9baa8d53e,0,1,1
windows,55C1B702DF621EF1DA92C5F606566A6F6480,didsm9:55C1B702DF621EF1DA92C5F606566A6F6480@didsm9:user1:aaa:6d220df7b153eb31918d02ab6873c04398cd398eda307daa76ef77953eb87f8d,0,1,1
windows,37400CB2F6A6856F2AEABA824138E5AEB514,didsm9:37400CB2F6A6856F2AEABA824138E5AEB514@didsm9:user1:aaa:132678cc588cafa7faad3a284fa0fc90a477fb5ede9f560e4b87fa04bc080747,0,1,1
windows,24A65FD3DDDC25BBEAF8A19CEAAEBA66B576,didsm9:24A65FD3DDDC25BBEAF8A19CEAAEBA66B576@didsm9:user1:aaa:96e237021325fa49397b23d07488a76eb7b60fff420c2bc98f9c19629a043171,0,1,1
windows,4CE1FA37349E20519947033BF4ABB881E988,didsm9:4CE1FA37349E20519947033BF4ABB881E988@didsm9:user1:aaa:64a9193f8ad3f0ebb7ac45f351735e3aad0f568f13d5dec32bd38ac81fe7a2b1,0,1,1
windows,A047A2525980BA60F8A5AD2FB032B13A466A,didsm9:A047A2525980BA60F8A5AD2FB032B13A466A@didsm9:user1:aaa:5108b63ce74523260f36f4289aef9bd63d331c2be56810cee592741645e49531,0,1,1
windows,E521FF387DA66241B03380D48678DC61C97E,didsm9:E521FF387DA66241B03380D48678DC61C97E@didsm9:user1:aaa:944aff3c3563a9ae99b126b93490dbe3add654430791963171a027f78702c44e,0,1,1
windows,4993051C2A97DBAB45EB88890DABB71655D4,didsm9:4993051C2A97DBAB45EB88890DABB71655D4@didsm9:user1:aaa:c04fb56d07af2145f4ca879c52ed21aa665b4d12f772703d227f05bf4748debb,0,1,1
windows,09EA8701D73EBA30CAEDBE46643737AE5869,didsm9:09EA8701D73EBA30CAEDBE46643737AE5869@didsm9:user1:aaa:58e3509969d66a8f1c1b39fb2786c796e2c570399f7c00f954b5ce794b75d997,0,1,1
windows,193BBD7661A2EE747B616F1AE8ACAFF52F32,didsm9:193BBD7661A2EE747B616F1AE8ACAFF52F32@didsm9:user1:aaa:eedc0fede71b070ddf083ef31d966886e9b361aae428175498d2245ed5b587ac,0,1,1
windows,60441E1D08EB303DBBB5CCFD8110040A9F58,didsm9:60441E1D08EB303DBBB5CCFD8110040A9F58@didsm9:user1:aaa:e21ae8c7f03a747e78ff95b84d0de816f8c4e5f374e226710315447e7f41782a,0,1,1
windows,7B4D3492441855A6674F113B3EAA2CC94DEE,didsm9:7B4D3492441855A6674F113B3EAA2CC94DEE@didsm9:user1:aaa:526ae28706ba750668b330db4b6afed5bfdaf3be257960e08c774ba7bcc470a3,0,1,1
windows,BF1C26F48D2E9AEAE83B93AE3E737D7339A0,didsm9:BF1C26F48D2E9AEAE83B93AE3E737D7339A0@didsm9:user1:aaa:ae2c498a76b1a41400515fb2ad320e1356c9d72254f3e41073c1d165c1f3e3c8,0,1,1
windows,345194D2E11EF53CBAC2729A869DB4AE6AEF,didsm9:345194D2E11EF53CBAC2729A869DB4AE6AEF@didsm9:user1:aaa:96cb3074c9aeded4d226c16df8bf72eaa929f516b0f34253eda980c0a0f03258,0,1,1
windows,AE304D26CF15AF2082199C9922238B0951F8,didsm9:AE304D26CF15AF2082199C9922238B0951F8@didsm9:user1:aaa:a4a93a8ca382fbd5dcdd7b5a83fb81e770e49c2348a2fd64235eaa5089346227,0,1,1
windows,95F6CDD2E7C6D2B0D1DFD6AB5B21EA36DB6A,didsm9:95F6CDD2E7C6D2B0D1DFD6AB5B21EA36DB6A@didsm9:user1:aaa:3ce13460cc28a7cbe7c0b91fd0ee411b32d821619031991832f5d22811d0dbbd,0,1,1
windows,0CA2C45C0A43F3B28AEC29B95A5B897AE7D3,didsm9:0CA2C45C0A43F3B28AEC29B95A5B897AE7D3@didsm9:user1:aaa:3c1c612d6b401eb86c4f40f3179db92f83b8b707bd82edd280146144155598e0,0,1,1
windows,D036D2A8F28918450FEC42F4116DFB8D1AAA,didsm9:D036D2A8F28918450FEC42F4116DFB8D1AAA@didsm9:user1:aaa:df75a5ce7612192dc8600388e55a07e0677ece4009ded7c53f5654d5154831d7,0,1,1
windows,60602C4507D4C38B3EC5AF1584B9857526AA,didsm9:60602C4507D4C38B3EC5AF1584B9857526AA@didsm9:user1:aaa:922c828fbd3e91f08763598dd1b0025e7734c0e0be6092a88f948b7c9a274bca,0,1,1
windows,B94927E642CEB830109523F6688CE1365D45,didsm9:B94927E642CEB830109523F6688CE1365D45@didsm9:user1:aaa:1b358fff7d6344e210ca023bbd0e2bdf1b94c6510ee201b4cbeb8d17a1181b3a,0,1,1
windows,49E10348BB878748D0333C1F619E7CE64466,didsm9:49E10348BB878748D0333C1F619E7CE64466@didsm9:user1:aaa:8a2cee223dd06ed00a0f9ed41ec06cbae5df1dfe49acc16d62635c65640eee78,0,1,1
windows,F1E2B301441CF0B96A1A76F452DD96C8C5C5,didsm9:F1E2B301441CF0B96A1A76F452DD96C8C5C5@didsm9:user1:aaa:e8eab4495da04362df75ae86232ad3ba0195fe1a5e6134fdf22cc35f67a4cae8,0,1,1
windows,4E9342A977FA896624526F2F79AF13511A46,didsm9:4E9342A977FA896624526F2F79AF13511A46@didsm9:user1:aaa:1e6ad68ec530fd89927e68073887a0da26265011f293dad4f599f3bccb1c28bb,0,1,1
windows,B10E59D204BB97CF687E07F5AD2BFE0BE20C,didsm9:B10E59D204BB97CF687E07F5AD2BFE0BE20C@didsm9:user1:aaa:bb6e6827b74ab328b97aa37b456d11b6fae140361d9b3fa9cbbf1a3c27cde80e,0,1,1
windows,1F35209A2F1F4D8BC44E603B8DD19B410CAD,didsm9:1F35209A2F1F4D8BC44E603B8DD19B410CAD@didsm9:user1:aaa:a3ba10de76bc58d68d94cb1f23e411bfe62619583e4c1e0357654fcd3dd49591,0,1,1
windows,D717346DB72A0ED2EC243A2D14B72AF0B1DE,didsm9:D717346DB72A0ED2EC243A2D14B72AF0B1DE@didsm9:user1:aaa:30059f086a17ddcc4bf9b31a6bda350cd3d888d4b8463525b022137e98250fa1,0,1,1
windows,F0BCE4FC259789B8391FB537450180435CD0,didsm9:F0BCE4FC259789B8391FB537450180435CD0@didsm9:user1:aaa:f58add6e565b197629d7fd90c18f9c81151e5fe5c5a4052b523d738abd39e489,0,1,1
windows,648FE607A802D493AA61472CDCADF4E2146D,didsm9:648FE607A802D493AA61472CDCADF4E2146D@didsm9:user1:aaa:a3b280a6f56476d2a126d5b74e40cc0b5aaa49c7ad5efb59ec122f4fdeab7442,0,1,1
windows,EBBC0563D6AE2EEF9D27FEE226956395F047,didsm9:EBBC0563D6AE2EEF9D27FEE226956395F047@didsm9:user1:aaa:82411629e71343a62e488523f997410c7bae02c3d331671e1abfa4d8ebafac70,0,1,1
windows,01E1AD8A0CF17AA5EEB031B5DAB801F361D9,didsm9:01E1AD8A0CF17AA5EEB031B5DAB801F361D9@didsm9:user1:aaa:4afee785a4db87a81311f13737b24029a20ee1799eec874e6beb153e7a725681,0,1,1
windows,6338E0AEA2AD52010AB6EC0881C4118908A5,didsm9:6338E0AEA2AD52010AB6EC0881C4118908A5@didsm9:user1:aaa:1370b209fef6480781fee66b015a1b4c1823c85c875690e3034b103d7b684770,0,1,1
windows,788CD314491C3532863B55ABA2185C659D51,didsm9:788CD314491C3532863B55ABA2185C659D51@didsm9:user1:aaa:286a38254a6a8591695eaa16c78ddd5082de7dde051fbc75bd281dadb259bc74,0,1,1
windows,3FF0374C9F7D57A6DCA84E978CD1F714E0CC,didsm9:3FF0374C9F7D57A6DCA84E978CD1F714E0CC@didsm9:user1:aaa:3a4b770686343c3b745c392b7b213611fc77037d90dc06b3608144993c921de1,0,1,1
vmware,145d9122-6f94-ecc2-de68-4ea0124c74b4,didsm9:145d9122-6f94-ecc2-de68-4ea0124c74b4@didsm9:user1:aaa:95e7b5056e5f06970c3d537dcb6019b7d40ffdcecf1ebca4d10170d633cff717,0,1,1
vmware,ead796a9-7e77-f567-11f3-30fe2232ca6e,didsm9:ead796a9-7e77-f567-11f3-30fe2232ca6e@didsm9:user1:aaa:966fc8551d47d1c81c3eaf64034e4f43570589d273134965752497579b904a5b,0,1,1
vmware,8a387b5a-9e4c-8fa9-5418-a04a50de8d75,didsm9:8a387b5a-9e4c-8fa9-5418-a04a50de8d75@didsm9:user1:aaa:3b9c4e93e19379c742022276033f0503e620ed8e327d721ff788e79853ff2ebb,0,1,1
vmware,af0e5cee-869c-bfc6-27fb-2d83aef2c2ee,didsm9:af0e5cee-869c-bfc6-27fb-2d83aef2c2ee@didsm9:user1:aaa:74cb39d5d59c79769a121e834aae1502fa7dd828ab480e2c561bf68939b7001c,0,1,1
vmware,538d39c9-7b65-b1a2-bcb8-abe2f6ff2370,didsm9:538d39c9-7b65-b1a2-bcb8-abe2f6ff2370@didsm9:user1:aaa:37d54bfd6ca4bfdc8cbc7bcb0f72577a03d46011fe23ab5d8672a36d979cd0ca,0,1,1
vmware,3b5a7487-31d6-c138-cabf-09702766cb00,didsm9:3b5a7487-31d6-c138-cabf-09702766cb00@didsm9:user1:aaa:f780f1f266f9746297e8cbfcf6303e130f93100979af0d90978b62647e31fa5e,0,1,1
vmware,35723ffa-c297-9f7f-ca1c-4672d54ce412,didsm9:35723ffa-c297-9f7f-ca1c-4672d54ce412@didsm9:user1:aaa:3d1e197baea409acad97b9c972c25f4269292025856ccad651cb67069e77293b,0,1,1
vmware,b49af9a1-0abc-c11e-ba14-95b2a54bad47,didsm9:b49af9a1-0abc-c11e-ba14-95b2a54bad47@didsm9:user1:aaa:faa74b50711a33c757fe05ce48ffcff869de7737e3009b8fc7cba16c5354d015,0,1,1
vmware,758e461e-caf5-0901-689c-6d856a96bd28,didsm9:758e461e-caf5-0901-689c-6d856a96bd28@didsm9:user1:aaa:7343fc25a6a743ddf3c7374b1003c8a378c7253fb6459a816ef2ffa445684165,0,1,1
vmware,a3fd805a-acaa-11fb-93e8-44639b090a48,didsm9:a3fd805a-acaa-11fb-93e8-44639b090a48@didsm9:user1:aaa:9f34f93885539c9146d19b06e4db43a69cd708ba278f545f734d6813288e5d2e,0,1,1
vmware,cf53d082-71da-ed43-c088-67849875dfb4,didsm9:cf53d082-71da-ed43-c088-67849875dfb4@didsm9:user1:aaa:b6a70c5d781996686fb2c142cf980f321979c8bbdbc96147faa7b3fafab84b60,0,1,1
vmware,6ad6a3b5-cb10-d795-cc58-91b4641f551e,didsm9:6ad6a3b5-cb10-d795-cc58-91b4641f551e@didsm9:user1:aaa:b5fbb40a27b03c8fcee2c604d3710cef244ef6a71c24930a8486122cf8334732,0,1,1
vmware,b067aa25-9423-78a4-a341-13cf2fa644af,didsm9:b067aa25-9423-78a4-a341-13cf2fa644af@didsm9:user1:aaa:b8e84cae5004201d3c7618f67477f8ed949a3abfc7713970e1fa7eb221741232,0,1,1
vmware,5f970539-3cc5-9cde-1c57-4a8d66e6e31f,didsm9:5f970539-3cc5-9cde-1c57-4a8d66e6e31f@didsm9:user1:aaa:29039024ba3f27ba60b7bfe21cbadff9f878ca694e3c621a7ab8321a3873739c,0,1,1
vmware,d84c4856-481e-8a3f-940b-bcd1a7348227,didsm9:d84c4856-481e-8a3f-940b-bcd1a7348227@didsm9:user1:aaa:abb3adbd12bdb86772bc33777c77834be310b756b89cc4373b19b76c199b1a33,0,1,1
vmware,d731f3e4-cc10-e08c-50d2-b844470da5ea,didsm9:d731f3e4-cc10-e08c-50d2-b844470da5ea@didsm9:user1:aaa:b30d02d10e2f92daad07b3d6e7bdcc7efb602f8091faea178a7c536bc99b9866,0,1,1
vmware,5d0891a8-7059-4bc8-23ed-be2a7997679e,didsm9:5d0891a8-7059-4bc8-23ed-be2a7997679e@didsm9:user1:aaa:cffba15a6a82c2c09426770f5a1aac1500d489c8e051c3461e8bb30df47916ca,0,1,1
vmware,09489633-24e5-1b93-e976-0f8ddad99f76,didsm9:09489633-24e5-1b93-e976-0f8ddad99f76@didsm9:user1:aaa:243135c5e4e33c68528d0e33f669daee8dcfe8a05ad4fb62fa531d8fa42dd654,0,1,1
vmware,6e30a101-2f6c-d47e-ee4b-c24091be726b,didsm9:6e30a101-2f6c-d47e-ee4b-c24091be726b@didsm9:user1:aaa:bd1e899c60f337975738de496cdde9a1f688e56b43fe786a698b92228c311ded,0,1,1
vmware,8b938b0f-f55a-a4c3-3f65-65625dd95409,didsm9:8b938b0f-f55a-a4c3-3f65-65625dd95409@didsm9:user1:aaa:d58596214c46c5ca25ab758539708d35c1aff790bffa8fb1a4dc9014fb663748,0,1,1
vmware,14c15996-9d69-53c5-6bc2-d0e09a336feb,didsm9:14c15996-9d69-53c5-6bc2-d0e09a336feb@didsm9:user1:aaa:cc9c1aca8f42f803d5ea3ecc7b0c97008e7aa93744898b6c9cf14750e65f9348,0,1,1
vmware,e138e7d1-2b91-244f-47e9-245533ad64c7,didsm9:e138e7d1-2b91-244f-47e9-245533ad64c7@didsm9:user1:aaa:a898861d3e7b06cbbb5c2762bf66dfdffaa9b46a39b95ca969aec29122903b08,0,1,1
vmware,3885cd06-1ba6-798a-b0a1-bcafcf7179e9,didsm9:3885cd06-1ba6-798a-b0a1-bcafcf7179e9@didsm9:user1:aaa:5a2fe3040070cec6038f164f1efa8a29ac1b0c7252491b3d4cf3fbed90a695c5,0,1,1
vmware,7b55d79b-ba8c-4a62-6027-71e22b678551,didsm9:7b55d79b-ba8c-4a62-6027-71e22b678551@didsm9:user1:aaa:dbc7c4e3e95a5c98b2904a75473c0b4bc9a9e283f50e2ddee11f91c2cb5f3dbc,0,1,1
vmware,d95a7911-c4a5-0f08-4d3e-96cf353c8183,didsm9:d95a7911-c4a5-0f08-4d3e-96cf353c8183@didsm9:user1:aaa:52fdc46974e385a3ed2b708eb64145c7024a2a267a1051ffb286d43ab47e2bc0,0,1,1
vmware,4ea26c77-9b88-c204-64f0-01ce263f58af,didsm9:4ea26c77-9b88-c204-64f0-01ce263f58af@didsm9:user1:aaa:29fe7fa59db54911074e733529237e395562718883208c77ad72dd1537f2c8b6,0,1,1
vmware,203a7f23-d891-328e-ece4-5065b4c8b910,didsm9:203a7f23-d891-328e-ece4-5065b4c8b910@didsm9:user1:aaa:285460f87f192c0b22eaec489cd7a5bbe0312d9fb5c21ff8a08fba2101553b59,0,1,1
vmware,73949d4e-5155-9486-beaf-14e7daa2d2b7,didsm9:73949d4e-5155-9486-beaf-14e7daa2d2b7@didsm9:user1:aaa:390fb162a63f267e07e799a551dd079d04383b5969db231cc327639284b420d6,0,1,1
vmware,693d6c8b-beb1-e230-3d2c-54a8b0b54f5d,didsm9:693d6c8b-beb1-e230-3d2c-54a8b0b54f5d@didsm9:user1:aaa:2e44fe67df4e1f27cc2079243ea1a012522d428c7b7022f947f516cc1a38d5aa,0,1,1
vmware,dcf97751-beab-45a7-41fa-4ece651c4356,didsm9:dcf97751-beab-45a7-41fa-4ece651c4356@didsm9:user1:aaa:617e9a5b82a2f65daa331408b2a712e52e4c50d8d237e58191c13990a8d07c55,0,1,1
vmware,3e5ec059-b016-0ec2-3bbe-aba388eca86d,didsm9:3e5ec059-b016-0ec2-3bbe-aba388eca86d@didsm9:user1:aaa:03eae7f1c69783f795a9f54d3347e64e031ffa44178ddcfc42ea528f5a195ccb,0,1,1
vmware,45face57-0fb5-a64f-e2fa-28230d14ab32,didsm9:45face57-0fb5-a64f-e2fa-28230d14ab32@didsm9:user1:aaa:706744a6096245b493099b39f569acaeb6cfc4ed707c9628016956ab2ac3c7e1,0,1,1
vmware,5bac3df7-70e9-9823-30c6-18c8dd0fc74d,didsm9:5bac3df7-70e9-9823-30c6-18c8dd0fc74d@didsm9:user1:aaa:0aab9fa246638a6928c48fa88b22cc3fd7a4a9ce3a51a789e02ae6ebbda8a6ac,0,1,1
vmware,b678ee59-ad0a-a4ab-e4a5-9e471de731d0,didsm9:b678ee59-ad0a-a4ab-e4a5-9e471de731d0@didsm9:user1:aaa:1a6911d7751a8394874f43b1915d6497dc27df145bf2c0ae100df4602d3852b1,0,1,1
vmware,9e01f355-6db8-381b-ec0d-e715aee161c6,didsm9:9e01f355-6db8-381b-ec0d-e715aee161c6@didsm9:user1:aaa:65f6ea34dca8a6a24494516082d1682d543dc86deaa51bbbc150a1499f4d0a64,0,1,1
vmware,dd29bf5f-3927-f21b-c3e9-01bfca32f40a,didsm9:dd29bf5f-3927-f21b-c3e9-01bfca32f40a@didsm9:user1:aaa:a2aa9f47e85a6b83678d2d08fce089d483b62d5603cc28c1090da14cceae47ae,0,1,1
vmware,900dbc73-7b9f-7fbb-facb-e709f9f6163b,didsm9:900dbc73-7b9f-7fbb-facb-e709f9f6163b@didsm9:user1:aaa:dd0d6f5bdc1a32a4be5923b54a9eee131f5f231ac8a27803d9974fe114d1cc13,0,1,1
vmware,fdb83652-48b6-e86a-b06d-66145a602373,didsm9:fdb83652-48b6-e86a-b06d-66145a602373@didsm9:user1:aaa:a330b4e72411be17bee82522c896fe08877a31415f31e94194694ccbca6b18ac,0,1,1
vmware,c9d33a7d-e5be-421d-c317-94b79ff2f1f4,didsm9:c9d33a7d-e5be-421d-c317-94b79ff2f1f4@didsm9:user1:aaa:0974428d06557115f9cd0791cf04a038d2a883ec60acd035100a87cbf8d27c1d,0,1,1
vmware,b53ae67e-2032-7ebf-f855-adc38889169a,didsm9:b53ae67e-2032-7ebf-f855-adc38889169a@didsm9:user1:aaa:d26460c4e8a8dca5a2bd18d07de95c177ca4835b447909751dc219247226cbff,0,1,1
vmware,e92a7763-2c26-6176-e71c-be79b29fe2a3,didsm9:e92a7763-2c26-6176-e71c-be79b29fe2a3@didsm9:user1:aaa:08c3667e6a75afdfe784e8a8346312d50a5eeec387255be3646d0579bf33dd18,0,1,1
vmware,6856df16-8eaa-103f-84e4-d8c0dd1f81c3,didsm9:6856df16-8eaa-103f-84e4-d8c0dd1f81c3@didsm9:user1:aaa:1701823e1d3b9fc8529002d1a9661d69e9e7ad802938a063b275326f3e531f75,0,1,1
vmware,662530c5-7730-fe7d-aeb1-e3145531f765,didsm9:662530c5-7730-fe7d-aeb1-e3145531f765@didsm9:user1:aaa:bff93270797bce8020d6bcf68639b432e6500c1e203c84e22ec9fd1a50504376,0,1,1
vmware,209d3d29-60f7-eef0-c4b1-dcf47d01f53a,didsm9:209d3d29-60f7-eef0-c4b1-dcf47d01f53a@didsm9:user1:aaa:8be6353586dbc82a12ea73b5cc8852934d1f52f08f91c5ee72fa36bb44be16bf,0,1,1
vmware,ec8b0125-3fe4-c083-a806-56ae493f623f,didsm9:ec8b0125-3fe4-c083-a806-56ae493f623f@didsm9:user1:aaa:b6fe03edd029a359dc0b9f21e702ae2eda49af384b310c39013c836a6706c6cc,0,1,1
vmware,7ff753a4-d352-1c53-95e9-fae7f19c1037,didsm9:7ff753a4-d352-1c53-95e9-fae7f19c1037@didsm9:user1:aaa:3214a960a689d46d2c33de6e56de2c9d10bb2e8a7206e948732ed795aa8a5004,0,1,1
vmware,4100c09a-9cfa-35a3-62c5-71e2f1333bed,didsm9:4100c09a-9cfa-35a3-62c5-71e2f1333bed@didsm9:user1:aaa:80158179fc899ab2da6860d70c7d3d0cc5a5a0420b4f3442742b82def65ef6ba,0,1,1
vmware,2430049c-a549-ed69-4ad2-441862d1db19,didsm9:2430049c-a549-ed69-4ad2-441862d1db19@didsm9:user1:aaa:293e1150758943488ed782afc8c53fe96a63c1b231ad7a9c27b0e900aad0412f,0,1,1
vmware,a26953b1-5b93-6228-5337-078d4880c156,didsm9:a26953b1-5b93-6228-5337-078d4880c156@didsm9:user1:aaa:858d77d331a4bbdaa03c39cd73ba75bdec8e5a977db2840176280b53e3d59dbc,0,1,1
vmware,8f7d14f9-cb6e-624c-5ee3-84e9b87ebdd2,didsm9:8f7d14f9-cb6e-624c-5ee3-84e9b87ebdd2@didsm9:user1:aaa:f7246e468ad0f8f24ad3e4e5917e1879bdb0f43b0e718cf6e676d7ccde74e073,0,1,1
docker_clone,70108f13cea615f2cb081382f41c462cc9e24db962fd6e20a86231b694ea6582,didsm9:70108f13cea615f2cb081382f41c462cc9e24db962fd6e20a86231b694ea6582@didsm9:user1:aaa:1bca303d090ca009d258d0845c162c70dc66a21e711b8e1a3b1cf4ee8deb00b8,1,0,1
#meta {"seed": 20260817, "n_per_type": 50}
