case_type,result,verify_authorize_ms,verify_st_ms,challenge_ms,total_ms
did_spoofing,block,169.82603073,171.26560211,0,346.67753900
did_spoofing,block,169.16179657,164.76774216,0,334.03792100
did_spoofing,block,165.45152664,164.06607628,0,328.35615500
did_spoofing,block,164.68882561,168.60818863,0,347.25732400
did_spoofing,block,172.25980759,171.54216766,0,341.88267600
did_spoofing,block,168.85805130,170.99523544,0,345.54378700
did_spoofing,block,171.19407654,178.24697495,0,346.61895000
did_spoofing,block,171.88215256,166.33343697,0,334.47159800
did_spoofing,block,171.21815681,170.33171654,0,348.80895300
did_spoofing,block,175.06957054,171.92864418,0,340.20034200
did_spoofing,block,163.00058365,164.48426247,0,323.72886800
did_spoofing,block,165.49062729,168.25866699,0,335.57437300
did_spoofing,block,171.85616493,175.82774162,0,342.71666600
did_spoofing,block,173.59805107,165.20977020,0,338.80709700
did_spoofing,block,173.09880257,174.81398582,0,336.54844100
did_spoofing,block,164.52240944,164.30187225,0,331.18283500
did_spoofing,block,166.06974602,165.96007347,0,333.37223300
did_spoofing,block,170.48239708,167.69146919,0,331.82630800
did_spoofing,block,164.07060623,164.97206688,0,336.37856100
did_spoofing,block,171.66972160,170.56989670,0,326.37716900
did_spoofing,block,163.27619553,164.33596611,0,325.72650600
did_spoofing,block,164.93701935,165.39120674,0,331.96876100
did_spoofing,block,168.42985153,166.53251648,0,327.33223500
did_spoofing,block,165.38429260,164.09921646,0,325.72039700
did_spoofing,block,165.59481621,163.99669647,0,326.35487200
did_spoofing,block,166.38469696,167.01579094,0,331.70700900
did_spoofing,block,165.30919075,167.16623306,0,326.23033700
did_spoofing,block,161.32855415,164.66617584,0,326.30548000
did_spoofing,block,163.21539879,165.06338120,0,322.73507000
did_spoofing,block,162.95504570,164.36076164,0,327.67449000
did_spoofing,block,164.91746902,161.39054298,0,330.23551800
did_spoofing,block,164.68167305,162.40239143,0,324.70011600
did_spoofing,block,161.98253632,161.90719604,0,325.75269900
did_spoofing,block,161.20839119,161.39650345,0,324.29815000
did_spoofing,block,162.44482994,163.31362724,0,328.95532200
did_spoofing,block,167.41728783,166.67175293,0,333.19131800
did_spoofing,block,165.82894325,162.12248802,0,328.57490500
did_spoofing,block,162.04047203,162.94097900,0,323.93484200
did_spoofing,block,163.13767433,161.54694557,0,316.49857700
did_spoofing,block,163.89799118,163.02108765,0,326.37378000
did_spoofing,block,162.83035278,160.99834442,0,322.30687900
did_spoofing,block,165.96245766,166.67842865,0,334.54681300
did_spoofing,block,164.10303116,167.35315323,0,329.33145000
did_spoofing,block,164.93248940,165.80557823,0,334.62544900
did_spoofing,block,167.67358780,166.15056992,0,329.45160700
did_spoofing,block,170.96829414,168.36857796,0,334.00376500
did_spoofing,block,164.83330727,172.29938507,0,331.33056700
did_spoofing,block,168.61128807,165.93742371,0,326.44035000
did_spoofing,block,163.98334503,163.95783424,0,326.55836900
did_spoofing,block,164.74556923,165.90881348,0,326.55504700
did_spoofing,block,166.45359993,166.49961472,0,323.37401000
did_spoofing,block,162.53757477,164.32690620,0,333.94962100
did_spoofing,block,163.41042519,169.69180107,0,330.51941800
did_spoofing,block,162.28485107,162.12129593,0,331.58860400
did_spoofing,block,167.34933853,166.01848602,0,327.65645500
did_spoofing,block,163.00439835,163.56158257,0,328.61892900
unbound,block,0.00000000,0.00000000,0.00000000,332.97170700
unbound,block,0.00000000,0.00000000,0.00000000,325.39122600
unbound,block,0.00000000,0.00000000,0.00000000,324.40864500
unbound,block,0.00000000,0.00000000,0.00000000,325.48571300
unbound,block,0.00000000,0.00000000,0.00000000,333.97903100
unbound,block,0.00000000,0.00000000,0.00000000,325.86356300
unbound,block,0.00000000,0.00000000,0.00000000,327.47000000
unbound,block,0.00000000,0.00000000,0.00000000,322.51874000
unbound,block,0.00000000,0.00000000,0.00000000,328.46448000
unbound,block,0.00000000,0.00000000,0.00000000,323.67824900
unbound,block,0.00000000,0.00000000,0.00000000,329.20796800
unbound,block,0.00000000,0.00000000,0.00000000,323.24171900
unbound,block,0.00000000,0.00000000,0.00000000,329.45929100
unbound,block,0.00000000,0.00000000,0.00000000,323.24864200
unbound,block,0.00000000,0.00000000,0.00000000,328.99594400
unbound,block,0.00000000,0.00000000,0.00000000,343.29335900
unbound,block,0.00000000,0.00000000,0.00000000,330.36909900
unbound,block,0.00000000,0.00000000,0.00000000,336.84441600
unbound,block,0.00000000,0.00000000,0.00000000,337.14802100
unbound,block,0.00000000,0.00000000,0.00000000,331.52194100
unbound,block,0.00000000,0.00000000,0.00000000,329.17621800
unbound,block,0.00000000,0.00000000,0.00000000,333.17012000
unbound,block,0.00000000,0.00000000,0.00000000,335.65762700
unbound,block,0.00000000,0.00000000,0.00000000,340.17553800
unbound,block,0.00000000,0.00000000,0.00000000,334.20566800
unbound,block,0.00000000,0.00000000,0.00000000,334.16825700
unbound,block,0.00000000,0.00000000,0.00000000,324.40788100
unbound,block,0.00000000,0.00000000,0.00000000,330.71496200
unbound,block,0.00000000,0.00000000,0.00000000,324.00597100
unbound,block,0.00000000,0.00000000,0.00000000,323.18630700
unbound,block,0.00000000,0.00000000,0.00000000,324.56416800
unbound,block,0.00000000,0.00000000,0.00000000,333.39453000
unbound,block,0.00000000,0.00000000,0.00000000,330.73823900
unbound,block,0.00000000,0.00000000,0.00000000,330.46187700
unbound,block,0.00000000,0.00000000,0.00000000,329.43849100
unbound,block,0.00000000,0.00000000,0.00000000,325.63335200
unbound,block,0.00000000,0.00000000,0.00000000,320.86117900
unbound,block,0.00000000,0.00000000,0.00000000,327.83340500
unbound,block,0.00000000,0.00000000,0.00000000,325.53860200
unbound,block,0.00000000,0.00000000,0.00000000,323.80045200
unbound,block,0.00000000,0.00000000,0.00000000,324.97164700
unbound,block,0.00000000,0.00000000,0.00000000,326.22784500
unbound,block,0.00000000,0.00000000,0.00000000,327.51066400
unbound,block,0.00000000,0.00000000,0.00000000,325.08856700
unbound,block,0.00000000,0.00000000,0.00000000,327.76013900
unbound,block,0.00000000,0.00000000,0.00000000,325.39855600
unbound,block,0.00000000,0.00000000,0.00000000,330.74401800
unbound,block,0.00000000,0.00000000,0.00000000,332.62094100
unbound,block,0.00000000,0.00000000,0.00000000,333.78214300
unbound,block,0.00000000,0.00000000,0.00000000,333.26653600
unbound,block,0.00000000,0.00000000,0.00000000,336.18357300
unbound,block,0.00000000,0.00000000,0.00000000,337.69837000
unbound,block,0.00000000,0.00000000,0.00000000,335.57936000
unbound,block,0.00000000,0.00000000,0.00000000,332.72115600
unbound,block,0.00000000,0.00000000,0.00000000,339.85788200
unbound,block,0.00000000,0.00000000,0.00000000,340.92569300
unbound,block,0.00000000,0.00000000,0.00000000,340.20662200
unbound,block,0.00000000,0.00000000,0.00000000,345.10107200
unbound,block,0.00000000,0.00000000,0.00000000,334.34729100
unbound,block,0.00000000,0.00000000,0.00000000,330.65961100
unbound,block,0.00000000,0.00000000,0.00000000,331.93757700
unbound,block,0.00000000,0.00000000,0.00000000,336.20568900
unbound,block,0.00000000,0.00000000,0.00000000,327.17167500
unbound,block,0.00000000,0.00000000,0.00000000,331.13175700
unbound,block,0.00000000,0.00000000,0.00000000,330.73732700
unbound,block,0.00000000,0.00000000,0.00000000,329.23649100
unbound,block,0.00000000,0.00000000,0.00000000,333.23237100
unbound,block,0.00000000,0.00000000,0.00000000,336.32980200
unbound,block,0.00000000,0.00000000,0.00000000,337.24628500
unbound,block,0.00000000,0.00000000,0.00000000,336.74070400
unbound,block,0.00000000,0.00000000,0.00000000,340.49304400
unbound,block,0.00000000,0.00000000,0.00000000,334.30644200
unbound,block,0.00000000,0.00000000,0.00000000,331.63908800
unbound,block,0.00000000,0.00000000,0.00000000,332.38163000
unbound,block,0.00000000,0.00000000,0.00000000,332.85386600
unbound,block,0.00000000,0.00000000,0.00000000,325.46925800
unbound,block,0.00000000,0.00000000,0.00000000,330.75450900
unbound,block,0.00000000,0.00000000,0.00000000,327.88685700
unbound,block,0.00000000,0.00000000,0.00000000,328.25832700
unbound,block,0.00000000,0.00000000,0.00000000,331.44136800
unbound,block,0.00000000,0.00000000,0.00000000,331.61020100
unbound,block,0.00000000,0.00000000,0.00000000,335.72975000
unbound,block,0.00000000,0.00000000,0.00000000,329.78871300
unbound,block,0.00000000,0.00000000,0.00000000,333.15760100
unbound,block,0.00000000,0.00000000,0.00000000,337.35779400
unbound,block,0.00000000,0.00000000,0.00000000,343.08489400
unbound,block,0.00000000,0.00000000,0.00000000,330.84307600
unbound,block,0.00000000,0.00000000,0.00000000,330.19103100
unbound,block,0.00000000,0.00000000,0.00000000,331.42442400
unbound,block,0.00000000,0.00000000,0.00000000,337.45005400
unbound,block,0.00000000,0.00000000,0.00000000,333.22547900
unbound,block,0.00000000,0.00000000,0.00000000,336.92188100
unbound,block,0.00000000,0.00000000,0.00000000,331.94255900
unbound,block,0.00000000,0.00000000,0.00000000,329.14544000
unbound,block,0.00000000,0.00000000,0.00000000,328.93155600
unbound,block,0.00000000,0.00000000,0.00000000,328.76780200
unbound,block,0.00000000,0.00000000,0.00000000,334.15466900
unbound,block,0.00000000,0.00000000,0.00000000,333.48679900
unbound,block,0.00000000,0.00000000,0.00000000,337.15420000
unbound,block,0.00000000,0.00000000,0.00000000,338.37391900
#meta {"seed": 20260817, "n_per_case": 100}
