attack_type,attempts,blocked,block_rate,note
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
tampered_st,1,1,1.00000000,
